InsertDate,BoxOffice,ServicePrice,ShowCount,AudienceCount,BoxOfficeMoM
2011-09-15,12677477.26,,30473,345442,3.36
2011-09-14,12265830.71,,30023,346074,-10.8
2011-09-13,13751402.26,,29288,401308,-67.75
2011-09-12,42640339.63,,42112,1164577,-16.0
2011-09-11,50759476.4,,43103,1392447,14.09
2011-09-10,44490692.82,,42187,1229238,57.68
2011-09-09,28216443.87,,36923,778473,113.81
2011-09-08,13196792.86,,31059,377625,12.66
2011-09-07,11714096.5,,29883,345137,-22.89
2011-09-06,15190992.4,,32617,468940,24.3
2011-09-05,12221326.54,,30506,352175,-63.76
2011-09-04,33721270.59,,40350,965911,-14.72
2011-09-03,39539845.81,,40639,1132080,84.32
2011-09-02,21452226.18,,34564,615447,20.42
2011-09-01,17815198.72,,34549,515097,-34.4
2011-08-31,27157120.01,,39020,806436,-20.99
2011-08-30,34373545.84,,40874,1085800,33.45
2011-08-29,25758458.57,,38829,756085,-49.73
2011-08-28,51238483.45,,42830,1464495,-8.28
2011-08-27,55863079.09,,43144,1581618,59.31
2011-08-26,35065262.54,,40564,1010588,10.54
2011-08-25,31722595.23,,40275,921334,-9.87
2011-08-24,35197755.44,,39770,1020246,-16.45
2011-08-23,42126085.22,,40155,1275596,28.41
2011-08-22,32805418.28,,39042,954933,-47.34
2011-08-21,62297715.9,,42687,1755091,-7.43
2011-08-20,67295171.24,,42894,1895138,49.1
2011-08-19,45135715.23,,41015,1294473,9.98
2011-08-18,41041287.06,,38898,1179471,27.76
2011-08-17,32123340.84,,37737,893337,-25.51
2011-08-16,43124352.88,,39374,1237029,36.06
2011-08-15,31695603.27,,37793,880276,-49.58
2011-08-14,62860993.21,,41798,1683169,-9.35
2011-08-13,69346523.48,,42240,1841601,48.79
2011-08-12,46606481.43,,40176,1249878,4.66
2011-08-11,44529690.45,,38849,1206823,-5.23
2011-08-10,46985927.82,,38084,1259132,1.76
2011-08-09,46172646.65,,37308,1273267,23.94
2011-08-08,37253155.51,,35980,982039,-49.46
2011-08-07,73714259.36,,40073,1891539,-35.76
2011-08-06,114751590.63,,42882,2883840,91.97
2011-08-05,59775901.22,,38319,1552381,-10.46
2011-08-04,66762074.01,,38370,1728609,113.11
2011-08-03,31327932.03,,34074,824091,-26.94
2011-08-02,42882399.35,,35842,1171951,24.04
2011-08-01,34571282.22,,34476,888167,-50.92
2011-07-31,70434115.28,,37806,1804116,-11.19
2011-07-30,79304469.97,,39088,2017179,52.29
2011-07-29,52076136.55,,36570,1348643,-5.43
2011-07-28,55067897.01,,35695,1482172,2.39
2011-07-27,53780322.64,,33129,1364162,-23.41
2011-07-26,70214747.79,,34161,1824388,18.81
2011-07-25,59098834.9,,33023,1470206,-44.94
2011-07-24,107327954.61,,36093,2595800,-7.61
2011-07-23,116173072.95,,36120,2793839,33.63
2011-07-22,86936093.77,,33993,2113671,-16.48
2011-07-21,104087196.1,,35628,2526283,494.01
2011-07-20,17522818.77,,35262,549880,-16.29
2011-07-19,20933062.87,,37183,716613,21.94
2011-07-18,17167134.52,,35648,536429,-49.93
2011-07-17,34285963.28,,40791,1025692,-4.42
2011-07-16,35871412.38,,40617,1070709,41.16
2011-07-15,25411195.6,,37684,784540,15.34
2011-07-14,22032279.71,,36916,686957,-5.49
2011-07-13,23312247.76,,36863,735962,-18.49
2011-07-12,28600791.16,,38177,968821,27.71
2011-07-11,22395253.92,,36505,694176,-46.35
2011-07-10,41745271.79,,40304,1246639,-7.26
2011-07-09,45015655.71,,40051,1331200,29.97
2011-07-08,34636598.86,,37228,1055825,30.68
2011-07-07,26505435.14,,35902,809779,-2.97
2011-07-06,27316520.26,,35715,842134,-16.79
2011-07-05,32827708.52,,36578,1075641,18.92
2011-07-04,27605140.47,,35688,841947,-26.57
2011-07-03,37593317.09,,40173,1105946,-13.73
2011-07-02,43577560.38,,40335,1275365,8.46
2011-07-01,40179925.11,,36687,1179964,8.99
2011-06-30,36865999.02,,36363,1139980,6.39
2011-06-29,34652922.38,,35627,1077739,-5.25
2011-06-28,36572048.69,,36167,1168321,48.8
2011-06-27,24578735.57,,33573,720299,-42.83
2011-06-26,42994511.51,,38951,1211875,-8.73
2011-06-25,47108406.85,,38970,1324174,31.44
2011-06-24,35840828.48,,35004,1022811,47.99
2011-06-23,24218444.73,,32110,696153,-2.51
2011-06-22,24843132.49,,32301,718132,-17.2
2011-06-21,30002366.98,,33869,906757,34.77
2011-06-20,22262533.12,,32400,637885,-50.62
2011-06-19,45081016.71,,37047,1235887,-11.19
2011-06-18,50763285.07,,37148,1381693,40.67
2011-06-17,36085881.18,,33566,1000695,24.54
2011-06-16,28975838.34,,32878,808615,-6.81
2011-06-15,31094501.25,,33175,882914,46.53
2011-06-14,21220101.03,,32930,649398,30.28
2011-06-13,16288422.38,,31535,463414,-60.93
2011-06-12,41686472.62,,37901,1151604,-14.04
2011-06-11,48495697.5,,38058,1326575,82.31
2011-06-10,26600234.41,,33686,743923,27.83
2011-06-09,20808339.73,,32839,590326,-8.93
2011-06-08,22848503.48,,33318,656340,-23.67
2011-06-07,29934458.46,,35401,906996,-54.54
2011-06-06,65848073.5,,40306,1779242,-19.11
2011-06-05,81405917.76,,40980,2191707,10.65
2011-06-04,73572923.51,,40342,1985573,84.71
2011-06-03,39831360.05,,34851,1100532,53.88
2011-06-02,25883860.32,,31083,709391,-68.18
2011-06-01,81342735.94,,38301,2318203,79.22
2011-05-31,45388093.62,,33685,1353258,54.71
2011-05-30,29337433.54,,31791,838157,-62.63
2011-05-29,78498903.84,,38276,2137395,-14.11
2011-05-28,91395125.78,,38915,2475017,195.06
2011-05-27,30974855.58,,28596,859496,33.28
2011-05-26,23239650.22,,27733,651208,-12.81
2011-05-25,26655219.33,,28162,754622,-24.97
2011-05-24,35528169.68,,29334,1046476,31.32
2011-05-23,27053694.21,,28163,752066,-56.45
2011-05-22,62121869.06,,34507,1664424,-16.98
2011-05-21,74831068.31,,34810,2003017,41.41
2011-05-20,52916390.32,,30569,1408002,222.64
2011-05-19,16401144.8,,28444,494586,-7.54
2011-05-18,17739383.4,,28978,548013,-22.99
2011-05-17,23035683.29,,30586,758978,32.48
2011-05-16,17387573.26,,28866,529022,-59.86
2011-05-15,43313172.96,,36634,1295805,-17.11
2011-05-14,52252077.67,,36947,1564992,71.71
2011-05-13,30430233.0,,31427,913386,39.98
2011-05-12,21739002.39,,29584,658637,34.41
2011-05-11,16174189.97,,29062,472641,-20.76
2011-05-10,20411521.56,,30654,633475,54.12
2011-05-09,13243813.94,,26896,369874,-61.07
2011-05-08,34018482.55,,35139,928787,20.32
2011-05-07,28273998.07,,35890,812494,75.62
2011-05-06,16099953.11,,29604,466196,33.99
2011-05-05,12015699.68,,28853,351965,-20.08
2011-05-04,15034108.58,,30286,449549,-13.68
2011-05-03,17417710.68,,32256,558802,-52.7
2011-05-02,36827033.87,,38934,1052222,-31.9
2011-05-01,54077484.82,,40479,1527439,8.06
2011-04-30,50043734.37,,39332,1478376,82.97
2011-04-29,27350629.14,,32568,818089,40.3
2011-04-28,19494744.57,,30165,583218,1.78
2011-04-27,19153434.94,,29935,582109,-24.89
2011-04-26,25499210.39,,31470,824161,114.64
2011-04-25,11879858.27,,27696,344371,-62.15
2011-04-24,31387578.6,,35499,881594,-18.1
2011-04-23,38326107.03,,35713,1075456,65.6
2011-04-22,23143203.65,,30652,656359,56.32
2011-04-21,14805265.65,,29145,423172,-4.76
2011-04-20,15545713.02,,29406,458326,-17.36
2011-04-19,18812173.93,,30699,596029,69.43
2011-04-18,11103535.69,,27602,334734,-60.68
2011-04-17,28239335.66,,35010,819126,-19.85
2011-04-16,35232066.3,,35336,1028005,75.59
2011-04-15,20065240.74,,30001,596686,62.11
2011-04-14,12377871.14,,28043,372110,-7.48
2011-04-13,13378894.58,,28418,408243,-19.79
2011-04-12,16680031.09,,29736,546356,73.77
2011-04-11,9598731.42,,26858,288975,-61.8
2011-04-10,25124473.41,,34966,730811,-16.25
2011-04-09,29999394.87,,35000,872739,74.14
2011-04-08,17227548.52,,29743,507373,71.17
2011-04-07,10064862.81,,27321,308336,-2.11
2011-04-06,10282279.59,,27764,321754,-60.8
2011-04-05,26230760.38,,35223,861231,-22.25
2011-04-04,33738935.63,,35668,1041817,3.3
2011-04-03,32661133.79,,35314,992439,65.66
2011-04-02,19716129.31,,31006,598737,40.13
2011-04-01,14070331.75,,28358,425957,-5.93
2011-03-31,14956650.12,,27576,488798,33.82
2011-03-30,11177068.8,,27219,375728,-15.63
2011-03-29,13247662.87,,28436,466454,32.77
2011-03-28,9978198.83,,26427,327612,-60.21
2011-03-27,25078152.58,,33353,799795,-19.95
2011-03-26,31328109.13,,33785,991631,75.4
2011-03-25,17860689.87,,28982,564790,46.72
2011-03-24,12173322.27,,27459,388182,-7.52
2011-03-23,13163017.81,,27580,429240,-23.18
2011-03-22,17134173.71,,29272,589524,39.65
2011-03-21,12269758.96,,26805,387886,-61.22
2011-03-20,31635716.49,,33912,985961,-21.17
2011-03-19,40130910.52,,34555,1252564,53.83
2011-03-18,26087311.25,,29617,820017,183.75
2011-03-17,9193676.5,,27099,288532,2.61
2011-03-16,8959565.02,,26609,291206,-16.67
2011-03-15,10751528.47,,28410,376203,12.69
2011-03-14,9540547.71,,26853,306377,-55.56
2011-03-13,21466825.22,,34058,665340,-19.3
2011-03-12,26601220.77,,34484,825749,71.95
2011-03-11,15470700.62,,29165,483533,56.88
2011-03-10,9861181.93,,26933,306484,-2.54
2011-03-09,10118290.47,,26299,318217,-63.0
2011-03-08,27343666.47,,31105,934231,164.93
2011-03-07,10320935.84,,26551,320562,-56.58
2011-03-06,23768317.75,,33984,707922,-22.18
2011-03-05,30542690.48,,34733,911721,68.88
2011-03-04,18085886.17,,29134,540441,63.1
2011-03-03,11088864.53,,27094,330706,2.9
2011-03-02,10776777.57,,26658,331565,-20.59
2011-03-01,13571249.09,,28618,448753,5.99
2011-02-28,12804837.8,,27900,405170,-55.72
2011-02-27,28915617.35,,34485,867888,-18.2
2011-02-26,35349137.77,,35200,1046653,89.58
2011-02-25,18645544.33,,29596,545720,37.26
2011-02-24,13583835.4,,28289,406788,-7.19
2011-02-23,14636657.5,,28987,444460,-23.05
2011-02-22,19021450.03,,30580,618974,34.55
2011-02-21,14136788.86,,28959,416962,-56.78
2011-02-20,32711894.29,,35194,942655,-20.77
2011-02-19,41287573.34,,35846,1182824,54.27
2011-02-18,26762934.41,,33239,778118,8.7
2011-02-17,24621129.99,,33605,710622,-3.22
2011-02-16,25441585.83,,33734,759758,-25.73
2011-02-15,34253847.77,,35693,1096222,-64.18
2011-02-14,95637592.56,,39542,2243708,91.62
2011-02-13,49910413.78,,36957,1379837,29.63
2011-02-12,38502681.38,,35578,1048369,25.1
2011-02-11,30778447.78,,34354,839106,-5.26
2011-02-10,32487266.38,,34593,899048,-20.4
2011-02-09,40815475.78,,35654,1136567,-28.45
2011-02-08,57042249.43,,37016,1638086,17.22
2011-02-07,48663750.03,,37477,1376133,-4.55
2011-02-06,50982893.16,,37653,1419733,-2.52
2011-02-05,52300867.87,,37276,1448952,2.78
2011-02-04,50884529.43,,36496,1400153,-5.18
2011-02-03,53664925.6,,35145,1485081,431.34
2011-02-02,10100016.63,,15283,288718,-69.41
2011-02-01,33013653.45,,33755,1041504,-7.41
2011-01-31,35656960.16,,33667,1049926,15.36
2011-01-30,30909971.0,,33169,864377,-24.81
2011-01-29,41110795.1,,33914,1144533,27.06
2011-01-28,32356000.34,,32389,913423,3.28
2011-01-27,31329899.9,,31995,900985,-9.67
2011-01-26,34684775.04,,31805,1009452,10.34
2011-01-25,31435829.8,,30487,980352,25.9
2011-01-24,24968986.52,,29500,725098,-47.66
2011-01-23,47707398.19,,32692,1345378,-14.16
2011-01-22,55576522.54,,32944,1569754,28.32
2011-01-21,43311863.53,,30717,1250981,68.71
2011-01-20,25672885.18,,26018,700916,-14.76
2011-01-19,30119901.4,,26248,835925,65.85
2011-01-18,18160400.62,,25641,519233,28.26
2011-01-17,14159572.89,,24409,369518,-52.53
2011-01-16,29831096.35,,28463,745774,-13.46
2011-01-15,34471463.79,,28630,859570,55.75
2011-01-14,22132341.12,,25763,555904,21.5
2011-01-13,18216232.56,,25177,460319,-3.82
2011-01-12,18938921.92,,25146,485042,-17.23
2011-01-11,22881548.61,,26213,627017,39.13
2011-01-10,16446567.27,,24673,409256,-46.99
2011-01-09,31025154.22,,28916,782442,-19.52
2011-01-08,38547811.95,,29160,969423,50.04
2011-01-07,25691488.98,,26314,649784,79.65
2011-01-06,14300635.37,,24260,386167,-6.01
2011-01-05,15215735.52,,24408,420982,-21.13
2011-01-04,19293229.46,,25649,588293,-46.17
2011-01-03,35843337.32,,29238,941033,-37.06
2011-01-02,56950430.36,,30980,1478625,-17.89
2011-01-01,69356072.29,,31747,1789031,26.13
2010-12-31,54986118.61,,28474,1519623,55.99
2010-12-30,35249525.17,,26389,971337,-3.87
2010-12-29,36668230.59,,26590,1020978,-19.88
2010-12-28,45768289.24,,27418,1358644,24.1
2010-12-27,36879693.78,,26556,1014884,-53.43
2010-12-26,79191868.75,,30704,2118924,-27.91
2010-12-25,109857005.77,,33491,2574609,32.26
2010-12-24,83063465.45,,29866,1898936,63.98
2010-12-23,50653653.63,,26721,1375157,-9.6
2010-12-22,56033158.15,,27133,1550979,33.09
2010-12-21,42101013.06,,25384,1253823,32.22
2010-12-20,31841969.53,,24233,884982,-48.88
2010-12-19,62285784.5,,27912,1690044,-7.44
2010-12-18,67295229.59,,27988,1838544,66.31
2010-12-17,40463874.61,,24814,1114370,21.12
2010-12-16,33407102.89,,24418,923478,221.21
2010-12-15,10400266.29,,23013,319959,-32.34
2010-12-14,15370620.22,,24584,513572,26.32
2010-12-13,12167664.9,,23405,367155,-63.51
2010-12-12,33343633.05,,28400,987881,-22.1
2010-12-11,42803313.28,,28882,1275136,73.47
2010-12-10,24675439.08,,25493,745328,34.38
2010-12-09,18362054.92,,24771,558780,-9.93
2010-12-08,20386748.69,,25011,629830,-27.01
2010-12-07,27930095.31,,26280,927640,32.65
2010-12-06,21055558.58,,24992,640091,-57.07
2010-12-05,49043062.74,,29238,1446376,-13.96
2010-12-04,56998011.61,,29770,1686278,100.73
2010-12-03,28394702.07,,25308,855317,204.59
2010-12-02,9322340.73,,21838,274595,-9.71
2010-12-01,10324998.1,,22309,310173,-32.4
2010-11-30,15274461.31,,23879,517726,38.2
2010-11-29,11052497.37,,22021,347837,-64.29
2010-11-28,30954633.49,,26843,929298,-23.06
2010-11-27,40230607.87,,27370,1196966,77.58
2010-11-26,22655220.43,,23777,678298,57.04
2010-11-25,14426041.57,,22863,442678,1.3
2010-11-24,14240714.14,,22570,437342,-29.13
2010-11-23,20093827.81,,23838,625895,38.28
2010-11-22,14531067.32,,22487,433521,-63.21
2010-11-21,39497649.16,,27074,1151005,-24.72
2010-11-20,52470454.23,,27682,1531564,64.45
2010-11-19,31907276.08,,24678,946242,140.63
2010-11-18,13259678.77,,24118,382047,-5.42
2010-11-17,14018809.67,,23967,404915,-19.86
2010-11-16,17493564.48,,25089,528099,117.83
2010-11-15,8031005.33,,22094,258124,-61.75
2010-11-14,20993505.98,,28292,641503,-18.49
2010-11-13,25755062.45,,28630,794088,79.71
2010-11-12,14331367.66,,24166,454515,19.85
2010-11-11,11958230.65,,23484,404526,27.39
2010-11-10,9386846.63,,22769,319328,-16.29
2010-11-09,11213133.0,,23904,408542,59.98
2010-11-08,7009204.15,,20942,232245,-59.45
2010-11-07,17283446.74,,27249,541792,-17.83
2010-11-06,21032894.34,,27544,658289,70.8
2010-11-05,12314468.36,,23051,399448,49.44
2010-11-04,8240579.33,,21216,262999,-2.0
2010-11-03,8408425.12,,21381,273168,-20.94
2010-11-02,10636089.69,,22669,373177,31.49
2010-11-01,8088698.84,,21010,252376,-61.75
2010-10-31,21145240.5,,26586,660228,-17.05
2010-10-30,25491813.74,,26806,792354,67.65
2010-10-29,15205415.94,,22996,477217,39.6
2010-10-28,10891799.98,,21801,339892,25.37
2010-10-27,8687510.44,,21590,275541,-20.13
2010-10-26,10877573.36,,23066,370729,37.4
2010-10-25,7916932.34,,21320,247851,-59.17
2010-10-24,19391412.56,,26382,593348,-15.99
2010-10-23,23083336.48,,26588,705828,70.15
2010-10-22,13566200.71,,23037,421367,42.99
2010-10-21,9487646.86,,21482,289543,-4.3
2010-10-20,9913898.71,,21521,303947,-22.55
2010-10-19,12800024.87,,22825,425816,36.77
2010-10-18,9358661.63,,21341,279309,-60.19
2010-10-17,23509801.76,,25942,691578,-16.92
2010-10-16,28297596.43,,26015,832713,60.07
2010-10-15,17677906.27,,22838,521612,62.55
2010-10-14,10875554.47,,22255,340542,-5.62
2010-10-13,11523478.67,,22869,363874,-23.98
2010-10-12,15158870.27,,23934,520769,43.07
2010-10-11,10595509.86,,21444,321648,-59.77
2010-10-10,26334123.88,,25536,791236,32.0
2010-10-09,19950611.25,,23547,593803,39.71
2010-10-08,14279819.72,,23029,425810,-48.48
2010-10-07,27716448.07,,26820,846659,-26.75
2010-10-06,37840238.37,,27586,1159717,-13.64
2010-10-05,43819302.81,,27957,1410734,2.12
2010-10-04,42910077.34,,27851,1297625,-6.57
2010-10-03,45927590.15,,27923,1364330,-8.88
2010-10-02,50403970.14,,28256,1496457,-2.98
2010-10-01,51953724.63,,28227,1539594,48.76
2010-09-30,34923983.04,,24633,1092977,27.74
2010-09-29,27339867.81,,23665,853248,28.57
2010-09-28,21264302.14,,23447,710014,54.12
2010-09-27,13796831.44,,21820,429889,-19.16
2010-09-26,17066022.77,,22994,511875,-4.23
2010-09-25,17818906.09,,23156,532360,-48.62
2010-09-24,34679028.69,,26198,1049144,-32.23
2010-09-23,51168331.93,,27133,1554129,-3.78
2010-09-22,53178473.6,,26961,1598626,62.91
2010-09-21,32643085.17,,24385,1076753,134.61
2010-09-20,13913490.42,,20956,428338,-27.74
2010-09-19,19255862.39,,22728,569576,-44.32
2010-09-18,34585059.35,,24569,1028322,53.46
2010-09-17,22537119.72,,22152,671221,25.59
2010-09-16,17945487.19,,21755,543476,12.61
2010-09-15,15936394.77,,20499,491685,-18.42
2010-09-14,19533851.05,,21684,634756,48.36
2010-09-13,13166879.96,,20494,401491,-60.99
2010-09-12,33748951.05,,24456,995128,-18.79
2010-09-11,41556244.5,,24717,1229310,65.2
2010-09-10,25154803.51,,22221,758605,39.53
2010-09-09,18028634.74,,21637,542514,7.42
2010-09-08,16783199.24,,20646,501417,-25.18
2010-09-07,22432430.26,,21601,713864,53.73
2010-09-06,14592189.49,,20563,429601,-58.66
2010-09-05,35301399.21,,24322,1009451,-16.65
2010-09-04,42352393.86,,24562,1216140,77.14
2010-09-03,23909569.6,,22038,689808,22.39
2010-09-02,19534970.15,,21909,570477,0.56
2010-09-01,19426141.78,,22252,580127,-7.58
2010-08-31,21019561.33,,26236,698330,18.27
2010-08-30,17772769.58,,25688,547272,-49.11
2010-08-29,34925524.6,,27873,1015789,-10.21
2010-08-28,38894987.75,,27976,1130027,46.61
2010-08-27,26529338.5,,26591,783654,9.74
2010-08-26,24174384.26,,26502,732963,-6.77
2010-08-25,25929903.22,,26663,800015,-21.55
2010-08-24,33053816.38,,27221,1083096,34.85
2010-08-23,24512249.24,,26451,744907,-43.72
2010-08-22,43551180.47,,28194,1257030,-8.4
2010-08-21,47544540.12,,28227,1361786,32.13
2010-08-20,35983193.96,,27164,1066929,68.97
2010-08-19,21295300.84,,25786,625790,-1.4
2010-08-18,21597185.61,,25384,637653,-29.73
2010-08-17,30736229.69,,26205,968901,-41.55
2010-08-16,52588300.62,,27325,1516066,17675.57
2010-08-15,295846.0,,1585,9299,-99.14
2010-08-14,34558045.83,,25897,1021312,38.53
2010-08-13,24946326.73,,25005,764968,11.04
2010-08-12,22465511.8,,24195,691084,7.89
2010-08-11,20823221.48,,23462,626255,-28.86
2010-08-10,29271006.07,,24298,945685,45.6
2010-08-09,20103945.55,,23377,598600,-46.48
2010-08-08,37562475.74,,25180,1066735,-9.15
2010-08-07,41343839.92,,25209,1171252,36.89
2010-08-06,30202196.56,,24176,881558,30.94
2010-08-05,23065021.15,,23193,663134,-11.1
2010-08-04,25945995.53,,23393,760034,-29.66
2010-08-03,36887404.94,,23993,1140668,54.63
2010-08-02,23855301.0,,22799,668370,-46.5
2010-08-01,44591163.63,,24255,1179807,-10.94
2010-07-31,50071168.44,,24453,1331270,36.23
2010-07-30,36755288.99,,23327,1007193,10.54
2010-07-29,33249738.35,,22581,924769,-9.38
2010-07-28,36689631.05,,22711,1033553,-22.65
2010-07-27,47431416.38,,22925,1412252,42.18
2010-07-26,33359797.05,,22356,923696,-40.8
2010-07-25,56355710.95,,23685,1486705,-4.72
2010-07-24,59147200.25,,23754,1557737,39.65
2010-07-23,42355055.58,,22760,1134769,3.74
2010-07-22,40828577.91,,22506,1108334,192.47
2010-07-21,13960103.2,,23723,449908,-15.78
2010-07-20,16575524.78,,24329,583478,34.45
2010-07-19,12328495.64,,23300,397218,-52.19
2010-07-18,25786933.24,,25786,783496,-6.29
2010-07-17,27516975.11,,25821,830714,58.27
2010-07-16,17386367.64,,24099,538159,10.6
2010-07-15,15719442.15,,23850,497155,-3.55
2010-07-14,16298708.21,,23851,531075,-20.91
2010-07-13,20606744.32,,24540,721882,42.04
2010-07-12,14507346.68,,23594,470306,-48.25
2010-07-11,28035763.98,,25783,859876,-9.6
2010-07-10,31012125.8,,25787,944334,49.15
2010-07-09,20792100.67,,24315,651765,27.24
2010-07-08,16340431.88,,22654,513546,-4.01
2010-07-07,17023855.64,,22813,547031,-21.12
2010-07-06,21582699.44,,23090,742441,41.83
2010-07-05,15217125.94,,21901,476079,-47.52
2010-07-04,28996689.79,,24046,850663,8.45
2010-07-03,26737012.8,,23840,783075,45.0
2010-07-02,18439189.73,,22103,560756,23.4
2010-07-01,14942518.13,,21356,446230,-15.51
2010-06-30,17684797.04,,21927,563837,-1.77
2010-06-29,18004145.12,,22303,604221,40.12
2010-06-28,12848873.52,,21271,403815,-51.1
2010-06-27,26275386.55,,23961,761196,-8.72
2010-06-26,28786825.05,,23973,827697,81.51
2010-06-25,15859603.61,,21755,472829,27.75
2010-06-24,12414140.11,,20775,373856,-1.44
2010-06-23,12596003.37,,20702,388578,-17.22
2010-06-22,15216599.98,,21520,502846,63.6
2010-06-21,9301184.05,,20324,281351,-58.7
2010-06-20,22518522.12,,23468,635223,-7.36
2010-06-19,24307459.73,,23473,679647,78.69
2010-06-18,13603283.8,,21200,395156,40.4
2010-06-17,9689249.94,,20126,284957,-63.7
2010-06-16,26692122.22,,23250,753356,7.89
2010-06-15,24740670.63,,23589,845732,22.12
2010-06-14,20259218.29,,22772,647298,41.71
2010-06-13,14296582.76,,21175,447706,35.84
2010-06-12,10524473.27,,20012,330606,12.45
2010-06-11,9359131.66,,19341,294750,-1.87
2010-06-10,9537742.86,,20048,306499,-3.62
2010-06-09,9896250.23,,20058,321675,-20.9
2010-06-08,12511443.55,,21065,441599,38.93
2010-06-07,9005798.16,,19869,292276,-57.73
2010-06-06,21304366.96,,23753,648965,-14.95
2010-06-05,25049446.61,,23844,758967,79.52
2010-06-04,13953895.96,,20118,432582,66.02
2010-06-03,8405045.69,,17742,254039,-10.86
2010-06-02,9428599.18,,17919,294079,-69.95
2010-06-01,31373314.16,,22546,1022919,180.69
2010-05-31,11177091.42,,18432,372371,-54.56
2010-05-30,24598775.26,,22061,738486,-13.41
2010-05-29,28408283.16,,22280,845195,76.12
2010-05-28,16130450.32,,19086,494721,125.78
2010-05-27,7144301.55,,17893,214244,-5.32
2010-05-26,7545385.19,,17969,232467,-23.48
2010-05-25,9860076.42,,19050,322422,48.42
2010-05-24,6643301.98,,17591,202358,-66.65
2010-05-23,19917075.86,,22242,566379,-18.69
2010-05-22,24495560.26,,22562,692807,90.8
2010-05-21,12838515.2,,19271,366995,43.15
2010-05-20,8968362.83,,18540,260335,-4.18
2010-05-19,9359812.31,,18692,279424,-28.3
2010-05-18,13054540.71,,19942,417595,51.35
2010-05-17,8625522.34,,18620,253304,-66.18
2010-05-16,25503625.45,,23050,712579,-21.24
2010-05-15,32379936.06,,23278,902664,84.34
2010-05-14,17565376.01,,20235,489416,67.57
2010-05-13,10482578.63,,18562,309575,-13.39
2010-05-12,12103090.15,,18891,370402,-28.04
2010-05-11,16819482.88,,19943,557153,42.28
2010-05-10,11821273.81,,18805,361602,-60.39
2010-05-09,29845908.63,,22543,883725,-22.37
2010-05-08,38445822.98,,22822,1133148,50.74
2010-05-07,25505238.02,,20338,754773,114.69
2010-05-06,11879902.62,,19439,338632,-10.97
2010-05-05,13344349.94,,19753,389217,-33.36
2010-05-04,20023281.15,,21064,626673,-37.15
2010-05-03,31860841.38,,23959,890474,-31.44
2010-05-02,46468176.45,,24718,1278330,-4.95
2010-05-01,48887815.51,,24496,1340252,69.93
2010-04-30,28769319.78,,21533,834473,39.1
2010-04-29,20683098.18,,20403,605513,14.09
2010-04-28,18128697.27,,20004,538591,-13.32
2010-04-27,20914230.34,,19925,647029,100.26
2010-04-26,10443513.83,,18581,286211,-61.76
2010-04-25,27311951.07,,22735,725544,-20.6
2010-04-24,34396311.09,,23036,903105,64.62
2010-04-23,20894384.31,,20080,553073,28.65
2010-04-22,16241485.16,,19419,431359,22579.35
2010-04-21,71613.53,,1230,2816,-99.67
2010-04-20,21622793.6,,20049,618644,51.55
2010-04-19,14268165.46,,19037,379377,-59.56
2010-04-18,35286025.04,,22627,886257,-18.85
2010-04-17,43484820.28,,22732,1090924,57.51
2010-04-16,27608392.57,,20136,702956,101.54
2010-04-15,13698499.58,,18352,409470,79.95
2010-04-14,7612518.05,,18143,222704,-28.24
2010-04-13,10608097.81,,19345,333996,48.34
2010-04-12,7151289.91,,17828,205012,-66.09
2010-04-11,21090252.75,,22410,564205,-21.26
2010-04-10,26783436.88,,22694,715619,90.1
2010-04-09,14089069.51,,19564,387774,48.4
2010-04-08,9494206.67,,18929,263501,-10.82
2010-04-07,10646238.48,,19261,303933,-21.03
2010-04-06,13481859.6,,20321,413578,-56.96
2010-04-05,31322131.26,,23161,828944,-28.49
2010-04-04,43801510.36,,23771,1136330,9.88
2010-04-03,39863620.98,,23430,1030244,91.82
2010-04-02,20781699.52,,20603,553370,48.73
2010-04-01,13972917.01,,19653,378398,-15.39
2010-03-31,16513609.57,,19967,469452,-20.59
2010-03-30,20794793.52,,20676,615330,66.84
2010-03-29,12463629.69,,18340,324229,-63.47
2010-03-28,34115039.6,,22135,845052,-20.55
2010-03-27,42940230.58,,22421,1057285,69.66
2010-03-26,25310172.27,,19687,618552,154.13
2010-03-25,9959606.76,,17987,287200,2.05
2010-03-24,9759912.18,,17934,297104,-25.64
2010-03-23,13125170.4,,18934,431320,36.96
2010-03-22,9583214.52,,17743,282673,-61.26
2010-03-21,24737718.26,,21663,715802,-19.15
2010-03-20,30595631.17,,21992,885680,66.79
2010-03-19,18343986.72,,19067,541226,23.32
2010-03-18,14875177.75,,17694,439288,85.83
2010-03-17,8004850.52,,16433,240344,-25.44
2010-03-16,10736422.07,,17539,342088,40.32
2010-03-15,7651158.74,,16427,224478,-66.01
2010-03-14,22507104.79,,20420,634924,-15.43
2010-03-13,26612273.67,,20760,745972,89.32
2010-03-12,14056824.43,,17880,395449,42.42
2010-03-11,9870219.61,,17567,276095,-6.95
2010-03-10,10607259.39,,17721,312231,-21.9
2010-03-09,13582172.08,,18773,423657,-34.1
2010-03-08,20609836.6,,19633,628661,-21.29
2010-03-07,26183787.36,,21412,730401,-14.6
2010-03-06,30661360.58,,21610,848990,82.72
2010-03-05,16780710.25,,18823,467231,37.85
2010-03-04,12173287.17,,18566,333780,-1.84
2010-03-03,12401423.94,,18520,353587,-26.33
