InsertDate,BoxOffice,ServicePrice,ShowCount,AudienceCount,BoxOfficeMoM
2010-03-02,16833341.77,,19705,518170,39.48
2010-03-01,12068599.86,,19034,340047,-64.38
2010-02-28,33886049.39,,22718,931665,-18.6
2010-02-27,41629290.27,,22959,1146551,52.88
2010-02-26,27229810.15,,21699,765732,20.91
2010-02-25,22521161.88,,21493,645388,-4.4
2010-02-24,23558003.49,,22191,681018,-24.06
2010-02-23,31021911.9,,22949,962798,16.21
2010-02-22,26694138.24,,22593,756972,-21.49
2010-02-21,34002376.66,,23454,912566,-15.28
2010-02-20,40135080.87,,23817,1074924,-15.89
2010-02-19,47716575.15,,24257,1267203,-5.81
2010-02-18,50657688.65,,24412,1338919,-3.33
2010-02-17,52402952.81,,24333,1399866,-5.23
2010-02-16,55293939.14,,24449,1545322,8.91
2010-02-15,50769937.96,,24124,1306150,-26.73
2010-02-14,69292599.55,,24425,1562876,541.95
2010-02-13,10794047.55,,11171,273362,-65.76
2010-02-12,31522521.0,,21969,833008,-1.46
2010-02-11,31989058.26,,22026,868006,8.61
2010-02-10,29451885.12,,21207,801235,-15.04
2010-02-09,34665029.27,,21277,997556,39.45
2010-02-08,24857745.87,,20022,658523,-38.79
2010-02-07,40613813.98,,21321,1023260,-7.62
2010-02-06,43965443.01,,21447,1104012,39.39
2010-02-05,31541643.95,,20636,817716,4.15
2010-02-04,30286168.13,,20082,803398,1.6
2010-02-03,29808714.89,,19888,782289,-15.07
2010-02-02,35096223.73,,20159,972013,36.04
2010-02-01,25799165.83,,19415,648800,-50.53
2010-01-31,52154976.73,,21244,1304562,-11.22
2010-01-30,58747578.24,,21475,1485352,37.14
2010-01-29,42837634.12,,20204,1119955,55.82
2010-01-28,27492284.96,,17607,645998,-5.54
2010-01-27,29104353.81,,17625,696246,-19.34
2010-01-26,36082708.09,,18244,924891,30.17
2010-01-25,27720428.01,,17481,639737,-45.91
2010-01-24,51246220.8,,19271,1152926,-9.38
2010-01-23,56551045.67,,19358,1280072,46.53
2010-01-22,38592506.0,,17972,872526,25.83
2010-01-21,30669969.23,,16447,694370,0.53
2010-01-20,30509459.33,,16459,700054,-13.31
2010-01-19,35193803.34,,16986,875902,39.38
2010-01-18,25249487.26,,16060,566654,-49.76
2010-01-17,50260953.89,,18093,1120809,-10.52
2010-01-16,56168121.02,,18347,1275108,57.02
2010-01-15,35771728.58,,16791,810270,30.56
2010-01-14,27399660.41,,14551,591148,-5.1
2010-01-13,28872959.04,,14711,639833,-19.64
2010-01-12,35927443.12,,15274,871485,30.94
2010-01-11,27437841.87,,14565,598434,-50.08
2010-01-10,54960157.07,,16748,1241760,-11.08
2010-01-09,61805174.92,,17129,1435598,59.74
2010-01-08,38691659.59,,15634,888114,25.15
2010-01-07,30915707.43,,15286,703939,-5.85
2010-01-06,32835423.85,,15506,784733,-14.54
2010-01-05,38423663.67,,16046,1002758,14.01
2010-01-04,33703333.01,,15697,814619,73.49
2010-01-03,19426840.0,,18865,551198,-36.63
2010-01-02,30654496.98,,19445,902413,-13.65
2010-01-01,35500411.27,,19558,1045445,29.25
