Irank,EnMovieID,MovieName,BoxOffice,ShowCount,AudienceCount,AvgBoxOffice,ServicePrice
1190,871,恋爱中的宝贝,15027821.0,231,1879,7997,
1191,921,落叶归根,15022857.0,173,2678,5609,
1192,4549,决战紫禁之巅,15000102.0,1,51,294119,
1193,324670,恐龙,15000000.0,0,0,0,
1194,344524,我，机器人,15000000.0,8,0,0,
1195,332633,凤凰劫,15000000.0,0,0,0,
1196,315928,霹雳娇娃2,15000000.0,0,0,0,
1197,589941,B区32号,14921489.0,33452,507154,29,
1198,628250,床下有人2,14900385.0,69754,528216,28,
1199,594218,床下有人,14849907.0,39814,515497,28,
1200,364103,预见未来,14829458.0,24666,559007,26,
1201,6078,双子神偷,14724095.0,996,38967,377,
1202,565286,寻找成龙,14716059.0,31039,606225,24,
1203,391089,塔拉星球之战,14658144.0,27218,399814,36,
1204,402808,极限特工2,14500000.0,0,0,0,
1205,612679,恐怖旅馆,14473933.0,41618,486051,29,
1206,644123,巴黎危机,14461595.0,117314,504990,28,
1207,559534,荒村客栈,14442514.0,29478,624625,23,
1208,619444,人间·小团圆,14307511.0,74747,449363,31,
1209,408377,危情24小时,14259226.0,28037,568193,25,
1210,435516,出租车4,14255804.0,2085,71584,199,
1211,617710,一路顺疯,14250290.0,58427,494618,28,
1212,573885,非常主播,14242131.0,27060,532092,26,
1213,613534,过界男女,14237745.0,52338,408712,34,
1214,629871,大话西游之大圣娶亲,14134564.0,22311,556385,25,
1215,573589,海洋天堂,14129186.0,26308,474651,29,
1216,566402,护宝娇娃,14111761.0,32440,530306,26,
1217,589827,隐婚男女,14071726.0,34937,458071,30,
1218,475099,三傻大闹宝莱坞,14044125.0,28796,436170,32,
1219,254,大块头有大智慧,14015345.0,1705,7692,1822,
1220,3175,飞鹰,14000189.0,5,47,297876,
1221,378435,撒哈拉骑兵,14000000.0,0,0,0,
1222,326095,致命追缉令,14000000.0,0,0,0,
1223,4966,龙凤斗,14000000.0,0,0,0,
1224,351118,古墓丽影,14000000.0,0,0,0,
1225,369071,记忆裂痕,14000000.0,0,0,0,
1226,315927,霹雳娇娃,14000000.0,0,0,0,
1227,603078,老雷斯的故事,13979495.0,47757,318817,43,
1228,627008,十二公民,13974286.0,50389,424643,32,
1229,594298,超能游戏者2,13954521.0,35411,480009,29,
1230,7861,缘份,13917294.0,66323,507790,27,
1231,631695,念念,13906590.0,29895,326567,42,
1232,566137,飓风营救,13904589.0,35188,535542,25,
1233,443413,列车惊魂,13867333.0,373,6083,2279,
1234,608255,疯狂的蠢贼,13864211.0,39043,465319,29,
1235,467345,孤堡惊情,13806294.0,22173,469492,29,
1236,4368,精舞门,13787985.0,28273,584812,23,
1237,628125,男人不可以穷,13762531.0,52139,420776,32,
1238,425136,亚瑟和他的迷你王国,13584540.0,2348,83715,162,
1239,631834,惊天绑架团,13546750.0,114247,505461,26,
1240,364990,美味情缘,13500000.0,0,492496,27,
1241,630033,谋杀似水年华,13497774.0,35400,460555,29,
1242,626911,夜半梳头,13483068.0,57589,481922,27,
1243,330880,速度与激情,13365635.0,30809,605087,22,
1244,14,爱情呼叫转移,13268763.0,880,19167,692,
1245,613476,201314,13263850.0,45800,455908,29,
1246,573954,叶问前传,13177453.0,25616,432110,30,
1247,461552,日本沉没,13170292.0,652,12122,1086,
1248,612723,推拿,13147836.0,19166,321488,40,
1249,362995,南京,13133239.0,261,8346,1573,
1250,604029,叛谍追击,13094061.0,62497,441661,29,
1251,631359,年少轻狂,13093927.0,79609,460775,28,
1252,638757,落跑吧，爱情,13056228.0,68067,426416,30,
1253,640807,上海王,13015837.0,67977,432452,31,534817.0
1254,589179,李小龙我的兄弟,13000779.0,26603,426138,30,
1255,6397,双雄,13000000.0,0,0,0,
1256,308446,绝地奶霸,13000000.0,0,0,0,
1257,5393,卧虎,13000000.0,0,482988,26,
1258,458723,哆啦A梦：大雄的奇幻大冒险,12978674.0,31951,563494,23,
1259,559678,夜·店,12966290.0,20362,513373,25,
1260,565284,高考1977,12965471.0,19861,636082,20,
1261,596398,亲家过年,12963501.0,37338,431981,30,
1262,596412,精英部队：大敌当前,12959757.0,28303,452112,28,
1263,588497,爱出色,12939789.0,34285,447496,28,
1264,614212,制服,12935882.0,55283,446827,28,
1265,610881,百万巨鳄,12882513.0,39609,412707,31,
1266,605242,安娜卡列尼娜,12854667.0,36857,373963,34,
1267,627797,女生宿舍,12833080.0,57273,422058,30,
1268,619651,我的播音系女友,12824990.0,79755,430283,29,44.0
1269,602809,赤警威龙,12802189.0,55020,415964,30,
1270,641972,分手再说我爱你,12731509.0,20336,406442,31,
1271,565283,追影,12730204.0,25811,458697,27,
1272,471441,第九区,12706337.0,18557,434147,29,
1273,612736,金刚王：死亡救赎,12705355.0,57615,407518,31,
1274,596124,变节：潜罪犯,12669814.0,35077,404317,31,
1275,587734,肩上蝶,12667525.0,29009,387848,32,
1276,637377,天才捕手,12661165.0,117187,434067,31,857321.0
1277,603304,幻影追凶,12619799.0,48182,423337,29,
1278,588619,80’后,12600515.0,25,111,113518,
1279,617191,乔布斯,12592013.0,35304,355294,35,
1280,7565,野蛮秘笈,12520701.0,131,2071,6045,
1281,612880,萨米大冒险2,12509823.0,35346,368190,33,
1282,5256,魔幻厨房,12501910.0,9,1245,10041,
1283,631193,甜蜜蜜,12494918.0,33218,328779,38,
1284,588433,黑猫警长,12492269.0,21272,554215,22,
1285,471984,天地逃生,12467448.0,26754,430780,28,
1286,566772,特工008,12447627.0,24114,439913,28,
1287,565338,暮光之城,12425751.0,21603,428014,29,
1288,636667,诺亚方舟漂流记,12385319.0,47587,429092,28,
1289,441486,误入歧途,12381602.0,4022,58071,213,
1290,620797,前目的地,12350891.0,65689,387210,31,
1291,609714,纽约行动,12343747.0,47194,422707,29,
1292,185,黄石的孩子,12332499.0,28922,462091,26,
1293,625944,我的青春期,12305441.0,68991,436134,28,8.0
1294,629498,七月半之恐怖宿舍,12283124.0,56999,451306,27,
1295,627006,恐怖电影院,12281443.0,54764,433781,28,4.0
1296,617154,三城记,12240559.0,58117,368494,33,0.0
1297,332962,淘金俏冤家,12230887.0,30162,473917,25,
1298,614548,波鲁鲁冰雪大冒险,12204493.0,35182,363326,33,
1299,367048,宇宙追缉令,12200000.0,0,0,0,
1300,478430,月球大冒险,12172141.0,16356,288209,42,
1301,644329,我叫哀木涕之山口山战记,12162521.0,116266,398196,30,
1302,615231,爱神,12118941.0,50148,388622,31,
1303,639859,战火中的芭蕾,12105272.0,5447,277956,43,
1304,1020,蓝莓之夜,12074120.0,12960,173283,69,
1305,1674,心中有鬼,12043961.0,200,3997,3013,
1306,613385,诡爱,12033537.0,53121,401439,29,
1307,327203,双层公寓,12022758.0,124,6210,1936,
1308,315852,乱战,12011142.0,108,2129,5641,
1309,2553,春田花花同学会,12006898.0,66,2001,6000,
1310,3744,喜马拉雅星,12005066.0,43,1021,11758,
1311,562,和你在一起,12000418.0,3,91,131872,
1312,1019,武士,12000000.0,0,0,0,
1313,317574,人生遥控器,12000000.0,3,0,0,
1314,315323,逍遥法外,12000000.0,0,0,0,
1315,382323,怪物史莱克2,12000000.0,0,0,0,
1316,361053,红磨坊,12000000.0,0,0,0,
1317,417390,暗流2：末日天使,12000000.0,0,0,0,
1318,456481,飞天舞,12000000.0,0,0,0,
1319,1537,我叫刘跃进,12000000.0,26800,420000,28,
1320,573946,午夜出租车,11999462.0,18635,436876,27,
1321,561524,午夜出租车,11998104.0,18583,436674,27,
1322,619662,驯龙骑士,11984220.0,54495,342700,34,
1323,653421,玩命直播,11975387.0,66095,459449,28,999013.0
1324,657017,邻家大贱谍,11958676.0,104532,423824,28,
1325,595639,女蛹,11921977.0,37796,392690,30,
1326,627833,别有动机,11890526.0,72453,365072,32,
1327,590475,猪猪侠之囧囧危机,11882477.0,33560,416453,28,
1328,3085,花花型警,11843627.0,32558,480412,24,
1329,627609,天上的菊美,11773770.0,6754,408191,28,
1330,615851,龟兔再跑,11725284.0,45470,411102,28,
1331,614547,王牌情敌,11701331.0,55999,389810,30,
1332,573533,斗牛,11622913.0,24328,452856,25,
1333,486345,古墓迷途,11574734.0,20832,404057,28,
1334,626004,冬荫功2：拳霸天下,11571927.0,46092,331969,34,
1335,640871,喜马拉雅天梯,11560384.0,11976,318311,36,
1336,560056,大道如天,11519332.0,16,907,12700,
1337,626002,赞鸟历险记,11505059.0,38752,333167,34,
1338,438636,速度与激情之A2狂飙,11500000.0,23000,390000,29,
1339,559184,爱到底,11498029.0,25535,378434,30,
1340,606255,火线反攻,11491295.0,66299,339542,33,
1341,630869,再见，在也不见,11481392.0,83085,395401,29,
1342,608245,伤心童话,11472666.0,66716,388327,29,
1343,596913,半夜不要照镜子,11464274.0,35289,386967,29,
1344,573906,我的美女老板,11450000.0,15891,387653,29,
1345,609069,天生爱情狂,11390717.0,42046,383246,29,
1346,641546,小明和他的小伙伴们,11252797.0,72873,484209,23,
1347,4712,李米的猜想,11234470.0,25918,413235,27,
1348,638409,白雪公主之神秘爸爸,11139864.0,44207,383907,29,
1349,608213,叶问：终极一战,11131384.0,64825,371435,29,0.0
1350,611456,吴仁宝,11125175.0,6127,313899,35,
1351,640892,老阿姨,11118302.0,3861,342701,32,0.0
1352,573437,战争中的女人：沂蒙六姐妹,11106012.0,5356,245395,45,
1353,612957,回到爱开始的地方,11085430.0,39984,365268,30,32.0
1354,640694,在世界中心呼唤爱,11059754.0,65600,365849,30,
1355,387277,风暴突击者,11059186.0,373,7099,1557,
1356,500738,金刚归来,11057740.0,466,13362,827,
1357,644004,发条城市,11045595.0,51773,382208,28,
1358,627649,永远的焦裕禄,11011058.0,8549,489328,22,
1359,282,邓小平,11009773.0,16,877,12553,
1360,432305,不要回头,11003164.0,19330,379038,29,
1361,635157,龙珠Z：复活的弗利萨,11001096.0,102955,370939,29,
1362,321768,超胆侠,11000000.0,0,0,0,
1363,411623,凶宅幽灵,11000000.0,0,0,0,
1364,589740,金箍棒传奇,10973777.0,35811,393020,27,
1365,618415,江湖论剑实录,10939656.0,42943,371938,29,
1366,420253,战鸽快飞,10878280.0,1217,45893,237,
1367,641094,筷仙,10825921.0,69063,407952,26,
1368,1103,苹果,10820000.0,0,404644,26,
1369,573384,狼灾记,10812487.0,18043,359244,30,
1370,589663,大人物,10704904.0,32633,381494,28,
1371,382328,怪物史莱克3,10680000.0,0,370371,28,
1372,628764,等一个人咖啡,10678300.0,55750,345071,30,
1373,630504,心迷宫,10669978.0,35996,359754,29,
1374,426624,空中决战,10665915.0,201,2889,3691,
1375,615855,古镇凶灵之巫咒缠身,10647434.0,47182,368576,28,
1376,618156,摩尔庄园3：魔幻列车大冒险,10638421.0,62444,383023,27,0.0
1377,589883,心战,10598184.0,52615,336767,31,0.0
1378,287,第601个电话,10535607.0,51,1155,9121,
1379,402729,X战警2,10515804.0,876,17977,584,
1380,630525,龙骑侠,10486198.0,33262,305789,34,90.0
1381,639889,笔仙魔咒,10464299.0,58942,418637,24,
1382,7531,我们这一家,10454272.0,21963,429701,24,
1383,638693,大火种,10444342.0,6798,327153,31,0.0
1384,588817,翡翠明珠,10437972.0,12636,348031,29,
1385,593844,紫宅,10410529.0,31924,360419,28,
1386,628133,魔镜,10389241.0,40084,330173,31,
1387,629560,情敌蜜月,10358368.0,47721,322437,32,
1388,412048,神秘群岛,10333881.0,571,26226,394,
1389,588854,致命请柬,10317422.0,28060,358545,28,
1390,626503,不再说分手,10282921.0,37812,325775,31,
1391,631766,碟仙诡谭2,10269240.0,65022,353892,31,758844.0
1392,629845,大话西游之月光宝盒,10253413.0,21564,401363,25,
1393,628411,咕噜咕噜美人鱼,10234024.0,39057,389201,26,
1394,631280,国酒,10214157.0,3324,239957,42,
1395,643854,青蛙总动员,10090213.0,42798,351810,28,
1396,304784,生死新纪元,10077034.0,23253,359796,28,
1397,616356,深夜前的五分钟,10073911.0,49634,318243,31,0.0
1398,617612,闯入者,10035985.0,37176,285864,35,
1399,366015,章鱼东河惊魂,10015421.0,47,761,13160,
1400,798,孔雀,10009184.0,29,1129,8865,
1401,957,美人依旧,10007880.0,28,1131,8848,
1402,305515,侠盗魅影,10002861.0,12,865,11564,
1403,328641,浩劫惊魂,10002707.0,11,795,12582,
1404,2042,百年好合,10002368.0,40,182,54958,
1405,1536,卧虎藏龙,10000052.0,4,26,384617,
1406,1530,我爱你,10000000.0,0,0,0,
1407,1098,庭院里的女人,10000000.0,0,0,0,
1408,389259,情归阿拉巴马,10000000.0,0,0,0,
1409,386010,非常小特务3,10000000.0,0,0,0,
1410,405966,第六日,10000000.0,0,0,0,
1411,5555,浪漫樱花,10000000.0,1,0,0,
1412,357696,佐罗的面具,10000000.0,0,0,0,
1413,373038,生命的证据,10000000.0,0,0,0,
1414,311268,神秘拼图,10000000.0,0,0,0,
1415,300095,鼠来宝：明星俱乐部,9961102.0,18976,366958,27,
1416,628993,坏姐姐之拆婚联盟,9933228.0,61093,316621,31,
1417,594650,醉后一夜,9919707.0,36762,315680,31,
1418,615485,动物也疯狂,9902758.0,33000,312508,31,
1419,627524,黑瞳,9861276.0,4210,237219,41,
1420,577773,麦田,9800916.0,18325,324631,30,
1421,588616,新康定情歌,9769173.0,21498,364394,26,
1422,641527,我是哪吒,9729520.0,38676,334690,29,0.0
1423,441875,伯纳德行动,9697795.0,25144,358597,27,
1424,1464,熊猫回家路,9617813.0,23182,398949,24,
1425,612124,冰雪11天,9588533.0,10518,204666,46,
1426,431365,帝企鹅日记,9562972.0,293,5839,1637,
1427,630583,纽约纽约,9551996.0,85342,306526,31,
1428,2310,C+侦探,9544614.0,606,15375,620,
1429,489528,生死倒计时,9512492.0,52,2222,4281,
1430,573277,举起手来2：追击阿多丸,9500000.0,17212,377749,25,
1431,410149,双龙间谍,9500000.0,0,0,0,
1432,441325,极速漂移,9487867.0,21004,356766,26,
1433,639260,幸存者,9480446.0,58347,317587,29,
1434,610839,杀戒,9478150.0,45089,301287,31,
1435,588608,查理曼帝国的密码,9412490.0,14868,328373,28,
1436,608975,钢刀,9396291.0,82263,300062,31,0.0
1437,565480,名侦探柯南2009：漆黑的追迹者,9378732.0,12152,325267,28,
1438,590372,绿林大冒险,9334096.0,33383,314387,29,0.0
1439,613569,诡镇,9332567.0,45514,305387,30,
1440,2763,雏菊,9315654.0,102,2699,3451,
1441,639743,床下有人3,9294175.0,49754,345442,26,0.0
1442,560724,举起手来,9269381.0,18760,377828,24,
1443,559801,勇士,9258861.0,425,26798,345,
1444,372532,公主日记,9250000.0,0,0,0,
1445,594291,午夜凶梦,9226013.0,25614,319918,28,
1446,590026,巨额交易,9180366.0,28985,305338,30,
1447,628894,绝密跟踪,9146229.0,69429,304596,30,
1448,371382,极地特快,9133291.0,148,2913,3135,
1449,559839,东方大港,9124720.0,60,19014,479,
1450,414877,深湖巨兽,9102476.0,23615,372888,24,
1451,573472,超蛙战士之初露锋芒,9099943.0,11503,299714,30,
1452,628715,爱我就陪我看电影,9097644.0,54934,298355,30,12.0
1453,362377,特工的特别任务,9089050.0,18802,300509,30,
1454,298899,日落之后,9086108.0,59,207,43894,
1455,588610,回马枪,9079060.0,25777,322284,28,
1456,588722,黑色闪电,9076952.0,16750,302792,29,
1457,595839,浮城大亨,9037502.0,49927,295914,30,
1458,1723,寻枪,9030796.0,12,578,15624,
1459,627938,开罗宣言,9024518.0,18805,210488,42,
1460,629176,密道追踪之阴兵虎符,9013546.0,52237,276932,32,
1461,319296,地心抢险记,9000000.0,0,0,0,
1462,643570,洛杉矶捣蛋计划,8982098.0,59855,330474,27,
1463,595222,梦游3D,8968667.0,30005,263880,33,
1464,589237,目击者,8948228.0,2536,205826,43,
1465,592018,形影不离,8943336.0,44912,298574,29,
1466,351451,一夜迷情,8913745.0,29213,275699,32,
1467,754,拉贝日记,8895793.0,22364,281684,31,
1468,612772,逆光飞翔,8885696.0,34712,280248,31,
1469,631427,情况不妙,8865815.0,41593,349881,25,0.0
1470,618179,最佳嫌疑人,8845208.0,74315,299874,29,80.0
1471,1466,再说一次我爱你,8803440.0,34,419,21010,
1472,621864,亡命地中海,8800245.0,41090,276942,31,
1473,593078,遍地狼烟,8800164.0,35249,290180,30,
1474,555663,海云台,8791183.0,18739,310174,28,
1475,627639,妖医,8761054.0,65424,307517,28,
1476,631791,晚秋,8754143.0,16549,298237,29,
1477,4480,机动部队-警例,8742766.0,25344,359356,24,
1478,627562,惊魂电影院,8698290.0,46365,329721,26,
1479,559819,棒子老虎鸡,8680270.0,17955,238550,36,
1480,618587,判我有罪,8658674.0,28050,300037,28,
1481,627466,狂野非洲,8653146.0,22226,230684,37,
1482,471568,迷踪：第九鹰团,8629532.0,18759,272681,31,
1483,370594,决战猩球,8610000.0,0,0,0,
1484,573549,等着你回来,8549675.0,15690,298294,28,
1485,573366,火星没事,8548326.0,10632,303449,28,
1486,611503,夺命旅行,8533124.0,63997,276227,30,
1487,631109,半夜叫你别回头,8532415.0,47199,311014,27,
1488,637829,诱狼,8484339.0,7678,230352,36,
1489,638747,奥拉星：进击圣殿,8479440.0,36192,255694,33,
1490,589504,孤胆特工,8465760.0,29525,281680,30,
1491,4367,精武家庭,8461410.0,11,316,26776,
1492,596765,愤怒的小孩,8445596.0,27466,296663,28,
1493,558013,出水芙蓉,8420321.0,18933,305825,27,
1494,629440,午夜43路,8405708.0,31354,284372,29,
1495,588765,夜惊魂,8386939.0,21027,284519,29,
1496,631033,果宝特攻之水果大逃亡,8344823.0,31715,256989,32,446.0
1497,628403,长江7号：超萌特攻队,8327314.0,38402,277681,29,
1498,6795,天生一对,8316534.0,164,1613,5155,
1499,589639,李献计历险记,8303479.0,26043,272944,30,
1500,636336,魔法老师,8277883.0,98723,313840,26,
1501,627946,男神时代,8258173.0,35796,257082,32,
1502,343515,绿巨人浩克,8247777.0,358,6041,1365,
1503,580878,马兰花,8246411.0,21467,408330,20,
1504,613641,刺猬小子之天生我刺,8234387.0,36460,277681,29,
1505,611571,青魇,8181112.0,26574,273604,29,
1506,557900,大电影2.0之两个傻瓜的荒唐事,8176923.0,13543,141096,57,
1507,605657,夺命追踪,8174275.0,27140,272709,29,
1508,560164,我的长征,8161448.0,422,9499,859,
1509,592457,白昼冷光,8151733.0,39724,260413,31,
1510,312538,仙境之桥,8136841.0,16347,329197,24,
1511,628123,泡沫之夏,8111540.0,49908,286986,28,
1512,591769,迷途追凶,8073644.0,22822,279438,28,
1513,596387,变身男女,8063359.0,25130,276302,29,
1514,638755,致我们终将到来的爱情,8053019.0,55252,298544,26,0.0
1515,626534,育婴室,8051915.0,48479,283353,28,
1516,609014,恶战,8038706.0,38893,267226,30,
1517,604335,聪明的一休之反斗公主,8037784.0,29844,266316,30,
1518,594625,线索,8037600.0,1397,200940,40,
1519,263,大城小事,8023683.0,2041,7420,1081,
1520,612702,校花诡异事件,8013098.0,33698,286894,27,
1521,1007,无间道2,8007746.0,49,2466,3247,
1522,1843,玉观音,8007258.0,32,1495,5356,
1523,1785,一个陌生女人的来信,8005745.0,32,500,16011,
1524,4392,救命,8004260.0,49,507,15787,
1525,5016,猛龙,8003765.0,70,7562,1058,
1526,5986,新扎师妹2之美丽任务,8000340.0,6,116,68968,
1527,500,刮痧,8000156.0,2,54,148151,
1528,358395,拜见岳父大人,8000000.0,0,0,0,
1529,4695,雷霆战警,8000000.0,0,0,0,
1530,437141,绿芥刑警,8000000.0,0,0,0,
1531,1101,漂亮妈妈,8000000.0,0,0,0,
1532,350870,云梯49,8000000.0,0,0,0,
1533,573568,三笑之才子佳人,7988299.0,23042,288542,27,
1534,460168,K20变相黑侠,7980000.0,13770,266231,29,
1535,356886,单刀直入,7942674.0,21077,190312,41,
1536,616185,三更车库,7925693.0,45589,265898,29,24.0
1537,413334,憨豆特工,7900000.0,0,0,0,
1538,6876,童梦奇缘,7877375.0,70,5687,1385,
1539,656491,完美有多美,7874257.0,72275,273368,30,539222.0
1540,639644,铁拳,7868951.0,84676,263587,29,
1541,859,理发师,7858676.0,110,4538,1731,
1542,631690,浪漫天降,7851868.0,35744,235219,33,
1543,644103,魔轮,7841633.0,53243,274122,28,
1544,616145,临终囧事,7818882.0,51389,266191,29,
1545,573858,大白鲨之致命武器,7815424.0,63,228,34278,
1546,610945,神探亨特张,7809597.0,27703,251911,31,
1547,611357,我的男男男男朋友,7800970.0,51665,258395,30,
1548,559559,葫芦兄弟,7784524.0,18666,511317,15,
1549,629874,还魂之迷失曼谷,7780365.0,38162,258415,30,
1550,596139,双重身份,7774475.0,27371,250074,31,
1551,630772,大喜临门,7770527.0,32284,243232,31,
1552,596540,玩命狙击,7724548.0,23173,258176,29,
1553,1813,硬汉,7701012.0,16559,321595,23,
1554,573717,不明身份,7675894.0,22441,252906,30,
1555,565288,惊天动地,7654765.0,11187,335588,22,
1556,610079,爱情进化论,7627993.0,36442,235650,32,
1557,588258,爱情维修站,7626006.0,23002,278083,27,
1558,560267,村支书郑九万,7624774.0,66,4589,1661,
1559,628257,蜜月酒店杀人事件,7622314.0,62581,247488,30,0.0
1560,642485,黑处有什么,7607733.0,42251,258644,29,
1561,466095,极限空间,7595306.0,13916,264910,28,
1562,589715,无极限之危情速递,7582950.0,23080,273496,27,
1563,630521,怪谈,7581647.0,51706,248243,30,
1564,2238,连环局,7569618.0,451,4812,1573,
1565,617321,洋妞到我家,7562644.0,36955,256578,29,
1566,611325,凶间雪山,7561381.0,33860,245059,30,
1567,593888,夜店诡谈,7560029.0,21000,235892,32,
1568,573446,恋爱前规则,7544956.0,20829,291097,25,
1569,380473,缘分天注定,7530970.0,4,307,24530,
1570,3601,跟踪,7520392.0,187,2904,2589,
1571,376616,火线特攻,7508570.0,17706,264913,28,
1572,373509,当幸福来敲门,7500000.0,12000,225000,33,
1573,593935,给野兽献花,7498398.0,42642,235032,31,
1574,633819,巴霍巴利王：开端,7497439.0,31349,252846,29,
1575,573057,大玩家,7482235.0,20681,285786,26,
1576,643910,萤火奇兵,7470982.0,38211,266304,30,523479.0
1577,615767,咒丝,7441441.0,32477,250046,29,
1578,612557,铁线虫入侵,7436960.0,29542,239764,31,
1579,643746,马小乐之玩具也疯狂,7422617.0,39343,255185,29,
1580,619227,特工艾米拉,7415461.0,46101,239331,30,0.0
1581,640869,笔仙诡影,7335599.0,47294,284405,25,
1582,596607,宝岛双雄,7322326.0,28817,230307,31,
1583,644260,泰迪熊之玩具大战,7319864.0,51808,259008,28,249.0
1584,638759,这里的黎明静悄悄,7302491.0,25063,204012,35,
1585,629157,诡八楼,7291435.0,46155,249721,29,
1586,573941,功夫咏春,7271383.0,20271,255142,28,
1587,610355,爱情不NG,7227928.0,23798,212538,34,
1588,653050,神兽金刚之青龙再现,7221128.0,27434,255381,28,
1589,459928,十个约定,7212915.0,13574,294844,24,
1590,443183,呆呆精灵,7144770.0,16144,321651,22,
1591,589875,男得有爱,7100632.0,25368,260781,27,
1592,428723,郁金香方方,7100000.0,0,0,0,
1593,643850,七月半2：前世今生,7092743.0,41070,281978,25,
1594,633144,红色警戒999,7087191.0,64925,246128,28,
1595,614532,地下室惊魂,7049698.0,28766,226464,31,
1596,560746,冲出亚马逊,7040860.0,15,904,7788,
1597,443967,终极挑战3,7038003.0,10887,116107,60,
1598,612087,暗恋99天,7036029.0,28989,255415,27,
1599,626107,美人邦,7027189.0,30039,230580,30,24.0
1600,603,红河,7025525.0,19658,271027,25,
1601,356146,曼哈顿灰姑娘,7016192.0,7,1026,6838,
1602,3470,古宅心慌慌,7011679.0,136,624,11236,
1603,3900,蝴蝶飞,7007216.0,20408,269255,26,
1604,774,卡拉是条狗,7001140.0,7,47,148960,
1605,560748,一见钟情,7000746.0,19,134,52244,
1606,6465,求爱上上签,7000064.0,2,18,388892,
1607,482554,迷魂陷阱,6977157.0,17203,238800,29,
1608,559525,爱有来生,6974478.0,14583,227691,30,
1609,588502,一夜未了情,6954158.0,23511,231666,30,
1610,573457,老五的奥斯卡,6934153.0,7458,322210,21,
1611,588724,戒烟不戒酒,6918435.0,14400,210558,32,
1612,608944,一座城池,6880249.0,40997,225175,30,
1613,595753,魅妆,6862647.0,25150,235455,29,
1614,573535,跟我的前妻谈恋爱,6826444.0,20317,242896,28,
1615,1439,天狗,6813200.0,11,614,11096,
1616,1338,双食记,6806466.0,18806,283406,24,
1617,6048,我的失忆男友,6800900.0,6,65,104629,
1618,595235,午夜火车,6791161.0,31266,226927,29,
1619,573368,扑克王,6790689.0,7552,230200,29,
1620,336965,一球成名,6780306.0,2,11,616391,
1621,644824,非常父子档,6767529.0,55841,238487,28,
1622,382322,怪物史瑞克,6750000.0,0,0,0,
1623,604711,追踪长尾豹马修,6716260.0,22843,231563,29,
1624,327746,飞鹰艾迪,6705290.0,47067,219671,30,
1625,425134,亚瑟3：终极对决,6690632.0,24565,248466,26,
1626,596563,化妆师,6683424.0,39565,228821,29,
1627,572857,一路有你,6661357.0,17298,224268,29,
1628,630923,蜡笔总动员,6625562.0,34709,236243,28,0.0
1629,560486,暖秋,6600000.0,0,0,0,
1630,637773,六弄咖啡馆,6545173.0,58524,213559,30,
1631,627903,我就是我,6528838.0,26442,197891,32,
1632,592214,钢的琴,6525705.0,14660,198649,32,
1633,378468,圣战士,6507725.0,133,3498,1860,
1634,7633,姨妈的后现代生活,6505060.0,44,1960,3318,
1635,255,大事件,6502217.0,16,482,13490,
1636,5569,炮制女朋友,6501099.0,21,322,20189,
1637,558079,向左走向右走,6500000.0,0,0,0,
1638,440030,小丑奇兵,6500000.0,0,0,0,
1639,573766,国王的演讲,6479834.0,22820,196139,33,
1640,640198,路边野餐,6469909.0,14403,202352,31,252.0
1641,616067,死亡邮件,6464425.0,52533,219282,29,
1642,6013,新龙门客栈,6443696.0,23306,207778,31,
1643,307888,高度怀疑,6443439.0,13635,185839,34,
1644,2572,错爱,6427397.0,16353,255572,25,
1645,638973,疯狂丑小鸭,6421477.0,20460,208889,30,0.0
1646,642433,太空熊猫英雄归来,6417586.0,44488,213992,29,
1647,657753,我在故宫修文物,6415770.0,34347,213170,30,14705.0
1648,559598,完美新娘,6379446.0,19461,260814,24,
1649,618101,拆散专家,6375210.0,31008,179983,35,
1650,627869,孤胆保镖,6350277.0,53703,210901,30,
1651,632370,猛龙特囧,6345663.0,28083,201926,31,
1652,637803,王化买父,6345383.0,6598,186350,34,0.0
1653,626297,李三娘（花鼓戏）,6338628.0,9800,228408,27,0.0
1654,593757,钱学森,6330186.0,18207,233887,27,
1655,617565,花咒,6284096.0,44254,212164,29,
1656,430776,决战豪门,6280274.0,18646,220312,28,
1657,642478,毛丰美,6276141.0,2028,208493,30,9.0
1658,560198,小巷总理,6247646.0,155,26286,237,
1659,573905,财神到,6240000.0,11680,200000,31,
1660,628735,挑战者联盟,6217683.0,35489,192028,32,
1661,660329,玛格丽特的春天,6217558.0,62071,236636,28,429476.0
1662,623766,绝对控制,6212381.0,31563,211634,29,8025.0
1663,593142,翻滚吧！阿信,6200136.0,22588,206523,30,
1664,640092,斗龙战士之星印罗盘,6199770.0,33285,235870,26,
1665,627914,最萌身高差,6193835.0,46978,205065,30,
1666,643594,阿里巴巴2所罗门封印,6189536.0,33384,235530,26,
1667,596436,放飞理想,6138316.0,1781,184068,33,
1668,596062,非狐外传,6093706.0,33444,196878,30,
1669,554774,情暖万家,6086814.0,78,4089,1488,
1670,560167,爱·在路上,6086657.0,125,3594,1693,
1671,642966,恐怖将映,6071866.0,34915,228226,26,
1672,791,可可西里,6039905.0,129,4579,1319,
1673,6531,森冤,6038583.0,148,3779,1597,
1674,2519,绝种好男人,6030555.0,8,1318,4575,
1675,560673,惊涛骇浪,6030486.0,113,2257,2671,
1676,626885,诡替身,6025262.0,47923,205615,29,
1677,462087,导盲犬小Q,6020229.0,151,3598,1673,
1678,3674,黑社会,6017210.0,125,859,7004,
