Irank,EnMovieID,MovieName,BoxOffice,ShowCount,AudienceCount,AvgBoxOffice,ServicePrice
2581,627440,爸爸我来救你了,985943.0,3732,41135,23,
2582,610107,月色狰狞,982654.0,15644,37713,26,
2583,643007,爱你的人,967873.0,4827,32110,30,6.0
2584,629753,黑月,967504.0,11444,34584,27,
2585,628994,精武青春,964635.0,18721,28817,33,
2586,560077,女人，女人,964000.0,0,0,0,
2587,637769,幸运是我,962234.0,8874,34201,28,
2588,547593,保护行动,950153.0,25,1384,686,
2589,707,假装没感觉,950000.0,0,0,0,
2590,2122,不死情谜,947056.0,21,117,8094,
2591,615540,好好过,945627.0,638,38039,24,
2592,559589,义薄云天,943794.0,744,106947,8,
2593,589762,一不留神,936075.0,4630,38315,24,
2594,626359,一个温州的女人,924349.0,7553,33925,27,
2595,589873,古堡之吻,923276.0,19752,32657,28,
2596,639870,东北偏北,921534.0,13751,27848,33,
2597,641098,魔比斯环3D,920548.0,12131,27752,33,
2598,593292,堵车,918786.0,7529,30976,29,
2599,629662,找个高富帅,912718.0,20045,31147,29,
2600,616073,爸爸的3次婚礼,909604.0,12548,33996,27,34897.0
2601,619693,柳月弯弯,909255.0,102,60720,14,
2602,589499,钢琴木马,906766.0,16579,31576,28,
2603,588460,娜娜的玫瑰战争,902220.0,4939,36381,24,
2604,297565,了不起的爸爸,900028.0,1,7,128575,
2605,1298,生活秀,900000.0,0,0,0,
2606,566407,爱情故事,900000.0,2200,35000,25,
2607,626341,201413爱你一世一生,898236.0,8290,29949,29,
2608,597048,美男记,888758.0,13248,29646,29,
2609,559602,睡城,882432.0,2223,34306,25,
2610,593288,乌鲁木齐的天空,880880.0,1433,52025,16,
2611,594223,神马都是浮云,879970.0,9508,32550,27,
2612,642286,谎言大爆炸,879529.0,16279,33848,25,
2613,629947,喊·山,877817.0,9124,28306,31,
2614,8350,如梦,873141.0,3781,30555,28,
2615,588948,笑林足球,870273.0,12814,31737,27,
2616,655511,击战,858121.0,3671,31262,27,
2617,642913,猿创世界之熊孩子部落,857232.0,8239,27676,30,
2618,559557,黎明行动,856927.0,981,64012,13,
2619,596971,百万爱情宝贝,855884.0,12617,30208,28,
2620,631697,少年毛泽东,854502.0,10437,37593,22,0.0
2621,639848,我是大熊猫之熊猫大侠,853689.0,9494,32555,26,
2622,435871,逃逃碰着黑,850000.0,0,0,0,
2623,560048,爱上爱,849289.0,75,4607,184,
2624,627343,潜龙风云,848559.0,15507,29196,29,
2625,619689,邓稼先,847478.0,902,41836,20,
2626,588690,追踪章鱼保罗,837528.0,4228,34133,24,
2627,638428,恋爱排班表,836778.0,17267,27568,30,
2628,630867,全能囧爸,830478.0,14513,29519,28,
2629,615519,石榴树上结樱桃,830403.0,1179,34283,24,
2630,605052,星爸客,829657.0,8612,28295,29,
2631,611805,孪生密码,821702.0,11373,24995,32,
2632,639355,默守那份情,817889.0,4421,33998,24,
2633,631043,味道中国,817066.0,8357,23780,34,
2634,618331,斗地主,813154.0,21768,27314,29,
2635,560513,铁血,810030.0,34,6320,128,
2636,613537,笑过2012,807976.0,11612,28343,28,
2637,588541,我们天上见,807055.0,2892,36648,22,
2638,1774,姚明年,802474.0,7,80,10030,
2639,612718,爱拼北京,800301.0,8044,27336,29,
2640,5527,爱，断了线,800000.0,0,0,0,
2641,593120,大野狼和小绵羊的爱情,794032.0,10618,28452,27,
2642,618277,幸福快递,791218.0,19327,28522,27,
2643,615497,囧人之越挠越痒,789508.0,10660,28359,27,
2644,626299,全力扣杀,787139.0,16869,27417,28,
2645,630110,我要你开花,777549.0,8515,23260,33,
2646,618036,家在水草丰茂的地方,777327.0,2129,22085,35,
2647,613600,不爱不散,772414.0,9650,29052,26,24.0
2648,628471,我是你的野蛮女友,771303.0,15571,27567,27,
2649,435882,囚车驶向圣地,770000.0,0,0,0,
2650,183,樱桃,768138.0,2656,37683,20,
2651,573102,浩昊文字国历险记--大闹无字城,764832.0,207,54379,14,
2652,614776,再爱一次好不好,763482.0,12360,26989,28,
2653,626162,命运派对,762440.0,4622,24285,31,
2654,588695,蔡李佛拳,754510.0,5734,28181,26,
2655,612481,残梦,750656.0,6680,25478,29,
2656,360755,篮球小皇帝,748632.0,1907,21629,34,
2657,640367,我的“狐朋狗友”,745661.0,8105,27743,26,
2658,610035,夺樽,743604.0,3596,33023,22,
2659,644690,党的女儿尹灵芝,742059.0,1858,27124,27,
2660,639654,恐怖爱情故事之死亡公路,741101.0,9906,28928,25,
2661,426668,幸运搏击,740154.0,2,65,11386,
2662,605989,危机行动,735923.0,10348,25117,29,
2663,619688,霓虹灯下新哨兵,731849.0,913,70087,10,
2664,630366,不朽的时光,728437.0,6989,24875,29,
2665,594678,致命闪玩,728278.0,9387,24609,29,
2666,610860,刺夜,727992.0,12537,24857,29,
2667,617254,夏日示爱,725483.0,12248,25062,28,
2668,457227,总统浪漫史,721261.0,98,4023,179,
2669,629878,求爱大作战,720277.0,16012,26141,27,
2670,6486,少年阿虎,720135.0,2,27,26671,
2671,605831,国家利益,718477.0,13072,23515,30,
2672,658939,第六届北京国际电影节进口展映影片2,718193.0,47,5895,121,
2673,395962,海底世界3D,718167.0,855,25063,28,
2674,1622,箱子,717863.0,1239,10530,68,
2675,639352,等爱归来,713379.0,4726,26155,27,
2676,1808,银饰,712000.0,0,0,0,
2677,398525,月球漫步,711873.0,474,24489,29,
2678,588923,梦幻飞琴,711411.0,6939,20521,34,
2679,385143,国际空间站,709953.0,580,16481,43,
2680,640053,一条叫王子的狗,707582.0,6139,29639,23,
2681,630697,新年来啦之大闹除夕,703326.0,8096,22938,30,
2682,617150,光的棍,702926.0,10288,24594,28,
2683,642007,白蛇传（戏曲）,702778.0,408,27119,25,1277.0
2684,462,嘎达梅林,700678.0,6,135,5190,
2685,588580,马文的战争,695178.0,4369,28754,24,
2686,640167,临时约定,686400.0,339,20870,32,
2687,625892,曼德拉,680447.0,2866,21019,32,
2688,613829,美姐,678633.0,5499,25660,26,
2689,587809,大有前途,678050.0,2610,26677,25,
2690,637870,约定倒计时,676895.0,8781,22470,30,
2691,293,唐卡迷踪,672058.0,4105,27115,24,
2692,637935,我的圣途,671315.0,2453,25897,25,
2693,592106,功夫侠,671278.0,5783,21992,30,
2694,642420,皇帝的新装之圣诞大明星,670092.0,4868,23980,27,
2695,609327,关于爱情和那些魔鬼,667900.0,8584,20990,31,
2696,612685,大兵金宝历险记,666587.0,4526,22273,29,
2697,5055,满园春色,666143.0,565,31774,20,
2698,559584,尼玛家的女人们,659856.0,503,73835,8,
2699,573137,倾城,659690.0,9270,24593,26,
2700,5269,魔鬼天使,659453.0,381,5125,128,
2701,631301,爱情攻略,658966.0,11594,21595,30,
2702,594578,先驱者,651342.0,647,26462,24,
2703,560047,阿司匹林,650237.0,7,70,9289,
2704,572818,谁主沉浮,649376.0,468,25059,25,
2705,589158,你是哪里人,648174.0,4640,25956,24,
2706,559558,羊肉泡馍麻辣烫,642673.0,2089,25293,25,
2707,614770,爱你一生一世,639544.0,1837,20013,31,
2708,590027,在一起,637195.0,1623,19869,32,
2709,659055,库布里克回顾展,635830.0,14,9056,70,
2710,566410,动物狂欢节,634083.0,1959,36667,17,
2711,646952,盛先生的花儿,631313.0,7954,21027,30,
2712,643847,热血雷锋侠之激情营救,630683.0,8589,28103,22,
2713,643004,Hi，高考君,629436.0,2186,23643,26,
2714,1875,二十五个孩子一个爹,620820.0,7,64,9700,
2715,573328,海上传奇,619160.0,1452,21963,28,
2716,594664,初到东京,618924.0,7935,22935,26,
2717,641905,丝路英雄·云镝,616390.0,3365,18984,32,0.0
2718,641092,绝战,614373.0,1702,21958,27,
2719,629663,打工老板,613262.0,612,17623,34,
2720,590383,失控,609100.0,4116,23309,26,
2721,590043,竞雄女侠秋瑾,608692.0,6186,20979,29,
2722,640021,爱神箭,608423.0,3631,23602,25,
2723,560324,不能忘却的长征,608417.0,26,1612,377,
2724,593039,爱情真可怕,606337.0,6296,28885,20,
2725,558035,隐面人,605040.0,2,2,302520,
2726,609070,亲爱,604870.0,4446,18546,32,
2727,4948,恋情告急,600090.0,3,18,33338,
2728,589507,大太阳,599894.0,3070,30991,19,
2729,658955,第九届欧盟电影节,598334.0,139,10333,57,
2730,590337,喜剧王,597820.0,6989,24068,24,
2731,573378,大河,594693.0,607,26253,22,
2732,611564,十二生肖城市英雄,594026.0,5527,21724,27,
2733,612763,爱情狂想曲,592199.0,10802,22096,26,
2734,557892,车票,589230.0,3281,26467,22,
2735,590410,自古英雄出少年之岳飞,585168.0,2678,30314,19,
2736,618885,医缘,583221.0,185,20749,28,
2737,589570,一只狗的大学时光,583143.0,3440,22293,26,
2738,589322,浩昊文字国历险记：三战怪怪城,582745.0,221,39342,14,
2739,596980,天亮·分手,579907.0,9591,23780,24,
2740,612696,我的美丽王国,572347.0,9705,19373,29,
2741,400,妃子笑,571998.0,61,2935,194,
2742,614953,县委书记焦裕禄（豫剧）,571283.0,547,27246,20,
2743,618012,狂舞派,570460.0,4130,17986,31,
2744,559527,味道男女,570414.0,1105,20663,27,
2745,559047,冬去春来,569315.0,139,21231,26,
2746,637896,情满人间,568608.0,218,26778,21,
2747,626921,我的青春蜜友,566488.0,13237,18750,30,
2748,297447,筑梦2008,566258.0,1421,40766,13,
2749,638011,新木偶奇遇记,564855.0,5692,20944,26,
2750,572926,为你而来,564699.0,5729,19863,28,
2751,559775,车逝,562555.0,46,20141,27,
2752,618126,老表轶事（花鼓戏）,561759.0,308,21581,26,
2753,629661,毕业那年分手季,561190.0,7331,20641,27,
2754,627087,海洋之恋,560889.0,11606,20840,26,
2755,617549,0.5的爱情,559809.0,8434,19229,29,
2756,613881,海神密码,559072.0,8758,23419,23,
2757,618099,我是奋青,559051.0,4515,18474,30,
2758,573523,廉吏于成龙,558332.0,426,25702,21,
2759,640207,蛋计划,558179.0,11609,21349,27,24084.0
2760,488,公园,556693.0,657,2497,222,
2761,593652,钟繇,553458.0,1237,21538,25,
2762,597134,许海峰的枪,551860.0,86,16914,32,
2763,618328,201413,548699.0,7745,20158,27,
2764,573466,新地道战,546350.0,538,20341,26,
2765,642958,大山的女儿,545620.0,142,29769,18,
2766,559539,血染的印章,542549.0,688,21922,24,
2767,8275,基因决定我爱你,540965.0,301,3037,178,
2768,628796,寻找心中的你,536769.0,9048,17610,30,8.0
2769,637794,少女哪吒,535390.0,1397,16062,33,
2770,655474,小魔仙之黑魔法来袭,532704.0,10742,21863,24,
2771,995,米尼,529573.0,457,2056,257,
2772,618788,摇滚水果,527477.0,2767,19382,27,
2773,589024,医生的假日,523239.0,410,11507,45,
2774,613440,雷锋在1959,517025.0,777,21958,23,
2775,594565,一路惊心,516553.0,2891,21031,24,
2776,560000,他们的船,512419.0,119,18219,28,
2777,627326,寒风镇,512006.0,117,18517,27,
2778,597098,寻找声音的耳朵,511935.0,155,30753,16,
2779,573474,铁血北疆曲,511195.0,104,17488,29,
2780,613126,顺风车,511059.0,9993,18184,28,
2781,589924,牛胆神偷,510391.0,5015,17465,29,
2782,472972,我的名字叫可汗,510006.0,2788,20523,24,
2783,559672,无形杀,508749.0,3345,21755,23,
2784,573479,王后秘史,506787.0,43,899,563,
2785,659283,上海市电影发行放映行业协会日本电影周,506580.0,20,9120,55,
2786,618687,我们的生活,505153.0,807,18712,26,
2787,629660,房车奇遇,504936.0,14067,18541,27,
2788,13,爱情的牙齿,504923.0,104,186,2714,
2789,616435,残团,503016.0,2106,10091,49,
2790,6472,醒狮,502660.0,19,105,4787,
2791,1535,我和爸爸,500824.0,3,45,11129,
2792,588856,西域传奇,500667.0,2505,21733,23,
2793,560404,青春爱人事件,500290.0,23,417,1199,
2794,5372,五月八月,500142.0,3,35,14289,
2795,559867,少林四小龙,500020.0,1,11,45456,
2796,4379,惊心动魄,500000.0,0,0,0,
2797,424785,尼罗河恋人,500000.0,0,0,0,
2798,560825,秋天的流星雨,500000.0,0,0,0,
2799,593515,极速先锋,499330.0,2993,14512,34,
2800,588121,古宝奇缘,497415.0,2962,19423,25,
2801,617319,与贼同屋,496891.0,7057,18903,26,0.0
2802,430319,求偶二人组,496000.0,0,0,0,
2803,557976,大四喜,495058.0,1991,21855,22,
2804,573567,外滩轶事,493451.0,757,25126,19,
2805,613423,东方中国梦,492861.0,479,19762,24,
2806,618143,37次想你,492052.0,8000,19197,25,
2807,628644,紫霞,490752.0,10492,17263,28,
2808,655151,奇葩追梦,488616.0,5399,19263,25,
2809,628754,大峰祖师,486125.0,5613,16149,30,
2810,657788,爱上试睡师,485614.0,9302,18178,26,252.0
2811,641669,你好，病人,484520.0,347,14173,34,
2812,594290,甜蜜十八岁,482817.0,9341,16913,28,
2813,559576,破冰,480972.0,1563,40175,11,
2814,595788,咆哮无声,479522.0,4814,18599,25,
2815,653937,斗魂之熊孩子,477992.0,2329,18964,25,4224.0
2816,559562,滑坡,476165.0,342,18936,25,
2817,613430,永春白鹤拳之擎天画卷,474719.0,5021,14936,31,
2818,615227,阿嬷的梦中情人,473212.0,5648,15342,30,
2819,591737,幸存日,472996.0,2821,19111,24,
2820,560006,明星梦,471405.0,189,24458,19,
2821,273,舞吧！昴,470557.0,3813,19388,24,
2822,614363,第一眼爱情,469710.0,9638,15704,29,
2823,629080,非你勿扰,469256.0,4881,20157,23,
2824,640856,零点杀机,467030.0,9651,16707,27,
2825,615,红颜,466346.0,11,289,1613,
2826,659056,北京万国城2016香港主题电影展映,465971.0,161,8808,52,
2827,559852,意乱情迷,463972.0,46,348,1333,
2828,588472,熊出没注意,462976.0,2134,19177,24,
2829,628224,梦幻佳期,460642.0,5862,16926,27,
2830,615496,雷锋的微笑,457292.0,1210,19163,23,
2831,640890,妈妈让我再爱你一次,456966.0,1883,31651,14,
2832,637569,电商时代,456849.0,8152,16820,27,
2833,629468,青涩日记,455186.0,729,16387,27,0.0
2834,594029,蓝调海之恋,454895.0,4766,15516,29,
2835,631800,为爱放手,453644.0,5710,14977,30,
2836,588629,爱无疆,451650.0,807,20683,21,
2837,640168,狼兵吼,450890.0,3774,12585,35,
2838,588022,炫舞天鹅,450308.0,2765,21184,21,
2839,559556,加油中国,450056.0,800,25867,17,
2840,590052,时光大战,449414.0,7510,16553,27,
2841,573130,明天,447615.0,223,45858,9,
2842,613083,有招没招之爱情达人,446533.0,6855,15414,28,
2843,595693,异性合租的往事,445495.0,7307,17076,26,
2844,572849,星海,445008.0,1698,30077,14,
2845,560063,PK.COM.CN,444709.0,2626,20357,21,
2846,612221,宝米恰恰,444139.0,7847,15719,28,
2847,559865,火海逃生,443440.0,189,29465,15,
2848,638604,回乡逗儿,442318.0,3022,16847,26,
2849,644110,爱的“蟹”逅,437793.0,1219,9758,44,0.0
2850,653077,不离不弃,434546.0,7474,15232,28,
2851,608367,双截棍,433065.0,4468,15079,28,
2852,573548,守护童年,432717.0,774,14261,30,
2853,615510,少年侯德榜,430447.0,196,43024,10,
2854,629428,708090之深圳恋歌,427496.0,8299,15193,28,
2855,593851,情归陶然亭,422800.0,129,7537,56,
2856,573073,云下的日子,421784.0,2685,16939,24,
2857,559648,告状,421402.0,483,28429,14,
2858,587684,截拳道,418170.0,2738,17331,24,
2859,640775,别开门,415508.0,6038,15715,26,
2860,560610,布达拉宫,414655.0,10,2140,193,
2861,615522,燃烧的生命,412476.0,175,24513,16,
2862,627981,越囧,411904.0,4033,14801,27,128.0
2863,587799,派饭,411834.0,126,43408,9,
2864,591902,北川重生,410390.0,591,21941,18,
2865,560060,新街口,408730.0,46,1563,261,
2866,610003,骆驼客,406459.0,7488,15079,26,
2867,613441,U盘,404945.0,3340,14547,27,
2868,630134,逆转胜,404587.0,6027,12589,32,
2869,573456,业主奏鸣曲,403368.0,602,17159,23,
2870,614591,启功,402878.0,3024,13898,28,
2871,589978,给你一千万,402460.0,1144,16073,25,
2872,297375,达达,401687.0,2789,16618,24,
2873,1367,扣篮对决,401306.0,2883,21660,18,
2874,976,梦想照进现实,400000.0,0,0,0,
2875,658938,第六届北京国际电影节进口展映影片1,399880.0,32,4105,97,
2876,626348,80后的独立宣言,397374.0,1193,15661,25,
2877,614860,谁hold住谁,397217.0,1175,15919,24,
2878,589970,有种,396415.0,6223,11483,34,
2879,297463,租期,396000.0,0,0,0,
2880,614857,浩昊文字国历险记之智斗谜语城,395955.0,138,33417,11,
2881,625992,永不消失的广播,395512.0,7008,13618,29,
2882,611501,近距离击杀,391424.0,6238,12950,30,
2883,560104,苍生大医,390000.0,0,0,0,
2884,641795,失心者,389800.0,6388,14573,26,1384.0
2885,613262,爱很美,389750.0,3848,13909,28,
2886,608214,大脚印,389078.0,4759,14498,27,9900.0
2887,617538,美丽笨女人,387577.0,4051,14702,26,
2888,613365,恋者多喜欢,384780.0,3605,14424,26,
2889,639736,警魂之命悬一线,384000.0,46,6670,57,
2890,589468,麻辣甜心,383685.0,2596,15373,24,
2891,657719,沙漠之心,383264.0,2222,15066,25,6.0
2892,637833,乡村里的中国,382031.0,522,14733,25,
2893,629135,穷途,381170.0,4241,14480,26,
2894,560111,燃情岁月,380000.0,0,0,0,
2895,560071,网络少年,379940.0,53,897,423,
2896,629902,女神跟我走,379770.0,6326,14567,26,
2897,618239,门巴将军,378417.0,2137,15009,25,
2898,614558,我的狗狗我的爱,375226.0,6018,13658,27,
2899,644598,不许动！,374728.0,249,24818,15,0.0
2900,608199,超越那一天,373480.0,423,7641,48,
2901,658948,2015香港主题电影展映,373060.0,89,7594,49,
2902,637941,再生之乐,373029.0,1070,9743,38,0.0
2903,616404,这个大叔不太囧,372776.0,4084,12215,30,
2904,590292,天空的微笑,368800.0,74,9220,40,
2905,590097,倭寇的踪迹,368615.0,4289,12437,29,
2906,628812,小七,365750.0,90,23329,15,0.0
2907,559545,情归周恩来,365241.0,497,18325,19,
2908,611390,团圆,361508.0,1287,12004,30,
2909,640181,呼吸正常,357006.0,116,8101,44,71.0
2910,573558,在劫难逃,356781.0,324,4071,87,
2911,559538,八十一格,356251.0,953,19073,18,
2912,659057,罗曼·波兰斯基早期电影回顾展,355749.0,12,6079,58,
2913,613230,岁月无声,354951.0,5443,11457,30,
2914,573380,寻找尘微,350000.0,152,11737,29,
2915,588317,回忆之前，忘记之后,348699.0,1065,13006,26,
2916,652371,来自月亮的我,348382.0,699,16871,20,2107.0
2917,657272,勃沙特的长征,346557.0,65,6935,49,0.0
2918,615500,犹太女孩在上海,345007.0,638,16323,21,
2919,368953,火线战将,344497.0,22245,10481,32,
2920,626510,今天明天,343825.0,151,21775,15,
2921,642722,逗逗迪迪之美梦年年,343566.0,5632,13207,27,16062.0
2922,5036,墨斗先生,341997.0,1166,12473,27,
2923,658940,第六届北京国际电影节进口展映影片3,339000.0,38,5650,60,
2924,595696,非秀不可,337941.0,1764,16026,21,
2925,659058,上海“文学与电影”展映活动,335580.0,24,6366,52,0.0
2926,614538,唇唇欲动,334920.0,5622,11867,28,
2927,659059,2016年国家大剧院国际歌剧电影展,334383.0,132,5765,58,
2928,587979,大地赤子史来贺,334218.0,521,12850,26,
2929,573067,小人国,333865.0,705,17164,19,
2930,328,梦之队,332409.0,131,29654,11,
2931,629165,飞鱼秀,331842.0,511,8529,38,
2932,560082,别爱陌生人,329497.0,522,8208,40,
2933,612071,爱在旅途,328199.0,1289,13119,25,
2934,560467,风起云涌,328156.0,10,306,1072,
2935,559763,栀子花开,327706.0,231,9271,35,
2936,656505,狱中惊魂,327472.0,4393,11764,27,
2937,589717,星星的孩子,325608.0,1555,22116,14,
2938,642256,胜利大阅兵,324240.0,568,13921,23,
2939,1583,无用,324104.0,342,8002,40,
2940,628595,飞跃地心,323495.0,4126,13068,24,
2941,608155,南方大冰雪,323298.0,391,11701,27,
2942,612622,飘落的羽毛,322169.0,10413,12149,26,
2943,627974,老师也疯狂,321330.0,6803,10615,31,10430.0
2944,594093,石器时代之百万大侦探,321062.0,5862,12089,26,0.0
2945,628622,大变局之梦回甲午,318312.0,1557,14014,22,
2946,560175,又见梅兰芳,318098.0,65,854,372,
2947,726,姐姐词典,317655.0,5,413,769,
2948,646955,减法人生,316334.0,6410,11276,28,0.0
2949,616406,菊花台,315226.0,5866,10569,29,
2950,643901,男神抱抱,314575.0,6038,11226,28,
2951,618431,守梦者,313467.0,1944,16303,19,
2952,626696,幸福中转栈,313227.0,3970,10327,30,
2953,559656,喜临门,313186.0,460,25679,12,
2954,594194,乡间童谣,313099.0,207,10276,30,
2955,588438,海底淘法,313000.0,1717,13998,22,
2956,1245,三峡好人,312733.0,50,650,481,
2957,589395,一江明烛,311698.0,86,28957,10,
2958,629037,湖杀令,311350.0,125,11161,27,
2959,596959,情剑,309576.0,4392,11828,26,
2960,559569,赤松威龙,306630.0,2062,16834,18,
2961,607151,手牵手,306494.0,114,39381,7,
2962,638720,当我们年轻的时候,305612.0,6255,11121,27,
2963,559675,公孙子都,304910.0,90,14550,20,
2964,562471,捉迷藏,303502.0,17,4332,70,
2965,560148,双飞燕,303499.0,200,42479,7,
2966,641994,冬,303078.0,859,9954,30,
2967,589096,无界之地,302351.0,4236,10982,27,
2968,589153,功夫世家,301959.0,160,17383,17,
2969,646934,吉祥宝宝之我是食神,301900.0,2640,11944,25,
2970,560760,真情三人行,300000.0,0,0,0,
2971,6,关于爱,300000.0,0,0,0,
2972,559572,纯爱,300000.0,462,11000,27,
2973,1540,我们俩,300000.0,0,0,0,
2974,608134,红楼梦（昆曲）,298771.0,728,8388,35,1467.0
2975,593943,越位者,297481.0,5281,10803,27,
2976,588623,柳如是,295829.0,2806,11003,26,
2977,617353,黎明之眼,295709.0,6896,12290,24,
2978,594912,十里红妆,295265.0,157,9767,30,
2979,559567,同心,292981.0,200,14721,19,
2980,616875,青海湖畔,291847.0,434,7991,36,1698.0
2981,617338,探秘者,291750.0,2763,8986,32,
2982,611333,卧龙岗,291311.0,5878,9799,29,
2983,589301,权力有限,290106.0,138,7200,40,
2984,593763,琴动我心,289450.0,1444,11827,24,
2985,616804,目标战,289186.0,6269,14917,19,0.0
2986,594229,丛林拯救记,289174.0,761,13868,20,
2987,611180,哺乳期的女人,288994.0,2057,10309,28,
2988,613890,缘来是咱俩,287795.0,4714,10529,27,
2989,573586,飞吧霹雳,287183.0,2178,16335,17,
2990,561322,天伦,286022.0,219,6682,42,
2991,6549,十分钟情,284114.0,723,12786,22,
2992,627802,相伴库里申科,281798.0,861,10313,27,
2993,559774,青藏线,281743.0,276,23311,12,
2994,627469,情笛之爱,281109.0,4464,10834,25,
2995,617983,纯纯欲动,281105.0,2520,16876,16,
2996,614858,到北极去,281041.0,330,14168,19,
2997,573444,乌龟也上网,280230.0,1008,16405,17,
2998,639339,激战黎明,279382.0,1312,10283,27,
2999,652824,有迹可循,279058.0,6247,7693,39,22812.0
3000,559540,闪光的羽毛,278803.0,27,14158,19,
3001,658959,CCGEXPO动画电影展,278569.0,37,4737,58,
3002,614537,鲜花,274406.0,984,15485,17,
3003,588004,南泥湾,273052.0,2452,9345,29,
3004,619709,北极雪,272960.0,49,13408,20,
3005,638957,囧贼,272280.0,5566,9485,28,
3006,625932,母亲的梦想,272009.0,1375,16417,16,
3007,596523,购物女王,270685.0,7183,9694,27,
3008,573442,鏖兵天府,269295.0,436,12663,21,
3009,288,第三个人,267751.0,1987,12853,20,
3010,644498,大会师,267406.0,1154,9172,29,
3011,628188,山那边有匹马,267076.0,1709,9803,27,
3012,572820,玛丽和幼犬的故事,264405.0,946,8284,31,
3013,589846,神通佛影,264127.0,4347,9794,26,
3014,615130,古路,263163.0,240,17628,14,
3015,630912,家有虎妻,261979.0,1843,16898,15,
3016,655874,新东方神娃,261578.0,3186,10795,24,
3017,614863,保安刘十八,260970.0,133,10983,23,
3018,3015,挚爱,260110.0,3,22,11823,
3019,629349,守信少年,259560.0,70,17301,15,
3020,433862,一诺千金,259496.0,541,10245,25,
3021,610831,人生不能重来,258705.0,178,10667,24,
3022,618595,奔驰的大葱,257510.0,5823,9630,26,
3023,610850,刘伯承市长,256238.0,154,14471,17,
3024,573382,寻找刘三姐,255869.0,1584,10971,23,
3025,630098,爱你不等来生,255299.0,5449,9876,25,
3026,559695,革命到底,255140.0,790,21514,11,
3027,559952,点亮欧洲,254970.0,546,22066,11,
3028,573496,三十七,253859.0,4606,8953,28,
3029,595597,与妻书,253332.0,1237,6929,36,
3030,559649,轮椅上的奇迹,251585.0,199,7953,31,
3031,659060,日本电影周,251520.0,21,3879,64,
3032,615513,野草莓,250261.0,5145,9092,27,
3033,618797,剑河,248453.0,3741,9464,26,
3034,611374,我的渡口,247376.0,128,7891,31,
3035,560514,喜洋洋,246321.0,357,8971,27,
3036,589842,铁血奇兵,244895.0,1670,11006,22,
3037,630082,报国之路,242615.0,27,5631,43,
3038,616408,孕城,242605.0,263,11119,21,
3039,630095,梦行者,240869.0,93,8062,29,
3040,619657,章鱼哥,239771.0,2512,8759,27,
3041,590643,小城大爱,239140.0,38,8305,28,
3042,643168,练胆儿,238956.0,4287,11499,20,
3043,630304,红包,238518.0,3754,8165,29,
3044,646994,夜魔人,237675.0,5963,8545,27,
3045,573411,生日,237069.0,2611,10950,21,
3046,629421,幸福很囧,236174.0,3860,11202,21,
3047,638734,大魔法师孟兜兜,235277.0,9287,10044,24,7847.0
3048,573938,我是中国人,235073.0,2705,8540,27,
3049,658916,2013德国电影展,234256.0,90,9996,23,
3050,642425,根据地,233313.0,660,11413,20,
3051,559644,真功夫之奥运在我家,233035.0,1137,12146,19,
3052,595923,民的1911,232906.0,1441,10690,21,
3053,589614,母语,232616.0,1488,7147,32,
3054,628470,时间都去哪了,232480.0,6114,8676,26,
3055,659061,上海英国电影周,230135.0,5,4393,52,
3056,590514,谁偷了我的菜,230131.0,3237,8066,28,
3057,560169,磨剪子抢菜刀,230000.0,1,0,0,
3058,565293,民工潮,229750.0,103,28799,7,
3059,638424,因为谷桂花,229568.0,598,10523,21,
3060,11,爱的是你,227000.0,0,0,0,
3061,612070,禁止吸烟,226733.0,730,7921,28,
3062,616879,凤凰谷,225287.0,4144,7839,28,
3063,631272,遭遇海明威,222891.0,4150,10474,21,
3064,638706,女神时代,221892.0,3750,7216,30,
3065,618166,战争狂人,220912.0,271,6754,32,
3066,643005,那年我对你的承诺,220671.0,4216,12087,18,
3067,589697,完美的爱,220123.0,3540,12945,17,
3068,616286,瞧，这一担儿挑,219298.0,108,7539,29,
3069,638437,简单爱,217474.0,6537,9778,22,
3070,596431,云上太阳,215909.0,3955,8458,25,
3071,589467,爱要向前冲,214722.0,1578,9333,23,
3072,638219,小阴谋大爱情,214476.0,5580,6970,32,9438.0
3073,658956,第八届欧盟电影节,214344.0,69,5595,38,
3074,560031,乡村婚礼,213662.0,230,14240,15,
3075,472148,会飞的小精灵,213124.0,1334,9980,21,
3076,659215,2016法国电影展映活动,211933.0,178,8393,25,
3077,619687,特别的爱,211711.0,251,7822,27,
3078,573854,杨树沟,211500.0,31,11671,18,
3079,590109,来历不明,211307.0,4094,7240,29,
3080,573853,游戏迷藏,211040.0,38,10552,20,
3081,589637,大碗茶,210625.0,258,9636,21,
3082,559778,从头再来,209517.0,387,17140,12,
3083,591907,第一大总统,208937.0,2454,7323,28,
3084,640415,灯塔下的恋人,207399.0,2514,6942,29,
3085,617523,杠上开花,207196.0,4991,7357,28,
3086,630959,桑榆街9号,207090.0,127,8283,25,
3087,573557,跟你没完,206505.0,30,9083,22,
3088,559871,豫菜皇后,205149.0,566,6336,32,
3089,573559,有限理性,203410.0,34,15062,13,
3090,639403,男人制造,203410.0,1578,7403,27,
3091,559838,青涩记忆,202810.0,107,5438,37,
3092,639141,爱情魔发师,202609.0,7564,7795,25,
3093,560032,谁撞了我自己,202320.0,63,11199,18,
3094,594623,传奇将军赵尚志,200916.0,371,7592,26,
3095,573389,武动青春,200614.0,1800,7528,26,
